series_id,period_end,fiscal_year,fiscal_quarter,entity,metric,value,units,source_type,source,notes
dealer_revenue_forecast_2026,2026-01-10,2026,Q1,North America ag dealer channel,forecast_2026_dealer_sales_revenue_change,-4,percent,web,https://www.farm-equipment.com/articles/25370-dealers-forecasting-2026-sales-revenue-down-4,Ag Equipment Intelligence / Farm Equipment 2026 Dealer Business Outlook. All brands.
dealer_revenue_forecast_2026_deere,2026-01-10,2026,Q1,Deere dealers (North America),forecast_2026_dealer_sales_revenue_change_deere_dealers,-7,percent,web,https://www.farm-equipment.com/articles/25370-dealers-forecasting-2026-sales-revenue-down-4,DEERE DEALERS SPECIFICALLY forecast the LARGEST decline of any brand's dealers (-7% vs -4% all-brand). Directly upstream of Deere wholesale shipments; a dealer planning -7% orders less.
dealer_net_saying_new_inventory_too_high,2026-01-10,2026,Q1,North America ag dealer channel,net_share_of_dealers_reporting_new_equipment_inventory_too_high,42,percent,web,https://upstream.ag/p/2026-ag-equipment-dealer-business-outlook-trends-report-highlights-and-analysis,"Used-equipment equivalent 27%. All brands, survey taken around Jan 2026."
dealer_share_expecting_price_increases,2026-01-10,2026,Q1,North America ag dealer channel,share_of_dealers_expecting_oem_price_increases_in_2026,98.6,percent,web,https://upstream.ag/p/2026-ag-equipment-dealer-business-outlook-trends-report-highlights-and-analysis,Majority expect +1% to +6%.
dealer_share_conditions_worsened_qoq,2026-07-01,2026,Q3,North America ag dealer channel,share_of_dealers_reporting_worsening_market_conditions_qoq,50,percent,web,https://www.tractorhouse.com/blog/sandhills-news/2026/07/2026-q2-dealer-survey-farm-equipment-sentiment-weakens,"Sandhills Global / Bloomberg Intelligence Q2 2026 dealer survey, published July 2026: 'nearly 50%'. Sentiment took another leg down in Q2 2026; 57% expect conditions unchanged over the next 12 months. Sample size not published. This is the most recent dealer-sentiment read before Deere's Q3 print."
jdf_trade_wholesale_portfolio_change,2026-05-03,2026,Q2,John Deere Financial,used_equipment_wholesale_financing_portfolio_yoy_change,-15,percent,transcript,call-transcripts/2026-05-21__de-us-20260521-call-qna__1042775.md,"Q2 FY2026 call, 21 May 2026: 'our trade wholesale, so that used equipment that's giving finance on the lots of dealers, is down over 15%... That's less on their balance sheets that they've freed up.' Floor value ('over 15%'). Direct evidence dealer balance sheets are DE-levering, not stressing."
deere_legal_accrual_total,2026-02-01,2026,Q1,Deere & Company,total_accrued_losses_unresolved_legal_matters,175,USD_millions,filing,filings/2026-02-19__de-us-20260219-q1-10q__648937.md,Includes the multidistrict class action antitrust settlement accrued in Q4 FY2025.
deere_legal_accrual_total,2026-05-03,2026,Q2,Deere & Company,total_accrued_losses_unresolved_legal_matters,175,USD_millions,filing,filings/2026-05-21__de-us-20260521-q2-10q__1055929.md,Unchanged from Q1 FY2026. The $99m class-action settlement sits inside this $175m. Q2 FY2026 10-Q gives no separate FTC accrual: 'unable to estimate the potential impact'.
deere_rtr_class_action_settlement,2026-04-06,2026,Q2,Deere & Company,right_to_repair_class_action_settlement_amount,99,USD_millions,web,https://nationalaglawcenter.org/john-deere-agrees-to-settle-antitrust-lawsuit/,"Proposed settlement 6 Apr 2026 of the consolidated MDL filed Oct 2022. Defendants are Deere AND ITS AFFILIATED DEALERSHIPS. Plus interest at 3.95%/yr from 15 Jan 2026. Class = purchasers of repair services for Deere large ag equipment from Deere or authorised dealers, 10 Jan 2018 to preliminary approval. Accrued by Deere in Q4 FY2025, so it does NOT hit Q3 FY2026 earnings."
deere_ftc_settlement_term,2026-07-08,2026,Q3,Deere & Company,ftc_right_to_repair_order_duration,10,years,web,https://www.ftc.gov/news-events/news/press-releases/2026/07/ftc-states-secure-settlement-deere-company-advancing-farmers-right-repair,"FTC + AGs of AZ, IL, MI, MN, WI, announced 8 Jul 2026, N.D. Ill. Deere must give farmers and independent repair providers the SAME repair resources (incl. software) as authorised dealers, on 'fair and reasonable terms'. Four-year post-expiration enforcement window (Freshfields, 13 Jul 2026: https://www.freshfields.com/en/our-thinking/blogs/a-fresh-take/ftcs-john-deere-settlement-signals-scrutiny-of-aftermarket-repair-restrictions-102nbqo)."
deere_ftc_settlement_dealer_rollout_trigger,2026-07-08,2026,Q3,Deere & Company,dealer_network_penetration_triggering_mandatory_ird_access,50,percent,web,https://www.freshfields.com/en/our-thinking/blogs/a-fresh-take/ftcs-john-deere-settlement-signals-scrutiny-of-aftermarket-repair-restrictions-102nbqo,"Once a repair resource reaches MORE THAN 50% of Deere dealer locations, equivalent access must be extended to farmers and independent repair providers. Compounding: every future dealer tool becomes a channel-wide obligation, so dealers lose exclusivity on tooling on a rolling basis."
deere_ftc_settlement_payment_to_states,2026-07-08,2026,Q3,Deere & Company,payment_to_plaintiff_states_for_litigation_costs,1,USD_millions,web,https://www.ftc.gov/news-events/news/press-releases/2026/07/ftc-states-secure-settlement-deere-company-advancing-farmers-right-repair,"De minimis relative to the $99m class settlement. The FTC order's cost to Deere is behavioural, not monetary."
deere_ftc_settlement_dealer_nonretaliation,2026-07-08,2026,Q3,Deere dealer network,dealers_barred_from_retaliating_against_self_repair_customers,1,boolean,web,https://www.freshfields.com/en/our-thinking/blogs/a-fresh-take/ftcs-john-deere-settlement-signals-scrutiny-of-aftermarket-repair-restrictions-102nbqo,"Authorised dealers must PROMOTE the availability of repair resources and cannot 'discriminate or retaliate in any way, including in the sales, financing, or servicing' against customers who self-repair or use an independent provider. This is an obligation placed on DEALERS, not just Deere."
