series_id,period_end,fiscal_year,fiscal_quarter,value,units,source_type,source,notes
de_at_operating_profit_legacy,2013-10-31,2013,Q4,996,USDm,filing,https://www.sec.gov/Archives/edgar/data/315189/000110465913085905/a13-24518_1ex99d1.htm,"segment_basis=legacy-AT; as_reported_or_restated=as_reported; pre-FY2021 Agriculture & Turf reporting basis; A&T was split into Production & Precision Ag and Small Ag & Turf in FY2021. operating profit on the pre-ASU-2017-07 definition (full pension/OPEB cost inside operating profit); not comparable with FY2018+ without the restated series. period_end is the calendar month-end label used in the filing itself; Deere's FY2017 10-K later restated the fiscal-year ends onto a 52/53-week basis (FY2016 ended 2016-10-30, FY2015 ended 2015-11-01) but never republished 52/53-week quarter ends for those years."
de_at_operating_profit_legacy,2013-10-31,2013,FY,4680,USDm,filing,filings/2015-11-25__de-us-20151125-q4-10k__469104.md,"segment_basis=legacy-AT; as_reported_or_restated=as_reported_comparative; pre-FY2021 Agriculture & Turf reporting basis; A&T was split into Production & Precision Ag and Small Ag & Turf in FY2021. operating profit on the pre-ASU-2017-07 definition (full pension/OPEB cost inside operating profit); not comparable with FY2018+ without the restated series. period_end is the calendar month-end label used in the filing itself; Deere's FY2017 10-K later restated the fiscal-year ends onto a 52/53-week basis (FY2016 ended 2016-10-30, FY2015 ended 2015-11-01) but never republished 52/53-week quarter ends for those years. taken from the prior-year comparative column of a later filing."
de_at_operating_profit_legacy,2014-01-31,2014,Q1,797,USDm,filing,filings/2015-02-20__de-us-20150220-q1-10q__469211.md,"segment_basis=legacy-AT; as_reported_or_restated=as_reported_comparative; pre-FY2021 Agriculture & Turf reporting basis; A&T was split into Production & Precision Ag and Small Ag & Turf in FY2021. operating profit on the pre-ASU-2017-07 definition (full pension/OPEB cost inside operating profit); not comparable with FY2018+ without the restated series. period_end is the calendar month-end label used in the filing itself; Deere's FY2017 10-K later restated the fiscal-year ends onto a 52/53-week basis (FY2016 ended 2016-10-30, FY2015 ended 2015-11-01) but never republished 52/53-week quarter ends for those years. taken from the prior-year comparative column of a later filing."
de_at_operating_profit_legacy,2014-04-30,2014,Q2,1229,USDm,filing,filings/2015-05-22__de-us-20150522-q2-10q__468391.md,"segment_basis=legacy-AT; as_reported_or_restated=as_reported_comparative; pre-FY2021 Agriculture & Turf reporting basis; A&T was split into Production & Precision Ag and Small Ag & Turf in FY2021. operating profit on the pre-ASU-2017-07 definition (full pension/OPEB cost inside operating profit); not comparable with FY2018+ without the restated series. period_end is the calendar month-end label used in the filing itself; Deere's FY2017 10-K later restated the fiscal-year ends onto a 52/53-week basis (FY2016 ended 2016-10-30, FY2015 ended 2015-11-01) but never republished 52/53-week quarter ends for those years. taken from the prior-year comparative column of a later filing."
de_at_operating_profit_legacy,2014-07-31,2014,Q3,941,USDm,filing,filings/2015-08-21__de-us-20150821-q3-10q__469127.md,"segment_basis=legacy-AT; as_reported_or_restated=as_reported_comparative; pre-FY2021 Agriculture & Turf reporting basis; A&T was split into Production & Precision Ag and Small Ag & Turf in FY2021. operating profit on the pre-ASU-2017-07 definition (full pension/OPEB cost inside operating profit); not comparable with FY2018+ without the restated series. period_end is the calendar month-end label used in the filing itself; Deere's FY2017 10-K later restated the fiscal-year ends onto a 52/53-week basis (FY2016 ended 2016-10-30, FY2015 ended 2015-11-01) but never republished 52/53-week quarter ends for those years. taken from the prior-year comparative column of a later filing."
de_at_operating_profit_legacy,2014-10-31,2014,Q4,682,USDm,filing,filings/2015-11-25__de-us-20151125-q4-8k__784605.md,"segment_basis=legacy-AT; as_reported_or_restated=as_reported_comparative; pre-FY2021 Agriculture & Turf reporting basis; A&T was split into Production & Precision Ag and Small Ag & Turf in FY2021. operating profit on the pre-ASU-2017-07 definition (full pension/OPEB cost inside operating profit); not comparable with FY2018+ without the restated series. period_end is the calendar month-end label used in the filing itself; Deere's FY2017 10-K later restated the fiscal-year ends onto a 52/53-week basis (FY2016 ended 2016-10-30, FY2015 ended 2015-11-01) but never republished 52/53-week quarter ends for those years. taken from the prior-year comparative column of a later filing."
de_at_operating_profit_legacy,2014-10-31,2014,FY,3649,USDm,filing,filings/2015-11-25__de-us-20151125-q4-10k__469104.md,"segment_basis=legacy-AT; as_reported_or_restated=as_reported_comparative; pre-FY2021 Agriculture & Turf reporting basis; A&T was split into Production & Precision Ag and Small Ag & Turf in FY2021. operating profit on the pre-ASU-2017-07 definition (full pension/OPEB cost inside operating profit); not comparable with FY2018+ without the restated series. period_end is the calendar month-end label used in the filing itself; Deere's FY2017 10-K later restated the fiscal-year ends onto a 52/53-week basis (FY2016 ended 2016-10-30, FY2015 ended 2015-11-01) but never republished 52/53-week quarter ends for those years. taken from the prior-year comparative column of a later filing."
de_at_operating_profit_legacy,2015-01-31,2015,Q1,268,USDm,filing,filings/2015-02-20__de-us-20150220-q1-10q__469211.md,"segment_basis=legacy-AT; as_reported_or_restated=as_reported; pre-FY2021 Agriculture & Turf reporting basis; A&T was split into Production & Precision Ag and Small Ag & Turf in FY2021. operating profit on the pre-ASU-2017-07 definition (full pension/OPEB cost inside operating profit); not comparable with FY2018+ without the restated series. period_end is the calendar month-end label used in the filing itself; Deere's FY2017 10-K later restated the fiscal-year ends onto a 52/53-week basis (FY2016 ended 2016-10-30, FY2015 ended 2015-11-01) but never republished 52/53-week quarter ends for those years."
de_at_operating_profit_legacy,2015-04-30,2015,Q2,639,USDm,filing,filings/2015-05-22__de-us-20150522-q2-10q__468391.md,"segment_basis=legacy-AT; as_reported_or_restated=as_reported; pre-FY2021 Agriculture & Turf reporting basis; A&T was split into Production & Precision Ag and Small Ag & Turf in FY2021. operating profit on the pre-ASU-2017-07 definition (full pension/OPEB cost inside operating profit); not comparable with FY2018+ without the restated series. period_end is the calendar month-end label used in the filing itself; Deere's FY2017 10-K later restated the fiscal-year ends onto a 52/53-week basis (FY2016 ended 2016-10-30, FY2015 ended 2015-11-01) but never republished 52/53-week quarter ends for those years."
de_at_operating_profit_legacy,2015-07-31,2015,Q3,472,USDm,filing,filings/2015-08-21__de-us-20150821-q3-10q__469127.md,"segment_basis=legacy-AT; as_reported_or_restated=as_reported; pre-FY2021 Agriculture & Turf reporting basis; A&T was split into Production & Precision Ag and Small Ag & Turf in FY2021. operating profit on the pre-ASU-2017-07 definition (full pension/OPEB cost inside operating profit); not comparable with FY2018+ without the restated series. period_end is the calendar month-end label used in the filing itself; Deere's FY2017 10-K later restated the fiscal-year ends onto a 52/53-week basis (FY2016 ended 2016-10-30, FY2015 ended 2015-11-01) but never republished 52/53-week quarter ends for those years."
de_at_operating_profit_legacy,2015-10-31,2015,Q4,271,USDm,filing,filings/2015-11-25__de-us-20151125-q4-8k__784605.md,"segment_basis=legacy-AT; as_reported_or_restated=as_reported; pre-FY2021 Agriculture & Turf reporting basis; A&T was split into Production & Precision Ag and Small Ag & Turf in FY2021. operating profit on the pre-ASU-2017-07 definition (full pension/OPEB cost inside operating profit); not comparable with FY2018+ without the restated series. period_end is the calendar month-end label used in the filing itself; Deere's FY2017 10-K later restated the fiscal-year ends onto a 52/53-week basis (FY2016 ended 2016-10-30, FY2015 ended 2015-11-01) but never republished 52/53-week quarter ends for those years."
de_at_operating_profit_legacy,2015-10-31,2015,FY,1649,USDm,filing,filings/2015-11-25__de-us-20151125-q4-10k__469104.md,"segment_basis=legacy-AT; as_reported_or_restated=as_reported; pre-FY2021 Agriculture & Turf reporting basis; A&T was split into Production & Precision Ag and Small Ag & Turf in FY2021. operating profit on the pre-ASU-2017-07 definition (full pension/OPEB cost inside operating profit); not comparable with FY2018+ without the restated series. period_end is the calendar month-end label used in the filing itself; Deere's FY2017 10-K later restated the fiscal-year ends onto a 52/53-week basis (FY2016 ended 2016-10-30, FY2015 ended 2015-11-01) but never republished 52/53-week quarter ends for those years."
de_at_operating_profit_legacy,2016-01-31,2016,Q1,144,USDm,filing,filings/2016-02-19__de-us-20160219-q1-10q__469699.md,"segment_basis=legacy-AT; as_reported_or_restated=as_reported; pre-FY2021 Agriculture & Turf reporting basis; A&T was split into Production & Precision Ag and Small Ag & Turf in FY2021. operating profit on the pre-ASU-2017-07 definition (full pension/OPEB cost inside operating profit); not comparable with FY2018+ without the restated series. period_end is the calendar month-end label used in the filing itself; Deere's FY2017 10-K later restated the fiscal-year ends onto a 52/53-week basis (FY2016 ended 2016-10-30, FY2015 ended 2015-11-01) but never republished 52/53-week quarter ends for those years."
de_at_operating_profit_legacy,2016-04-30,2016,Q2,614,USDm,filing,filings/2016-05-20__de-us-20160520-q2-10q__469677.md,"segment_basis=legacy-AT; as_reported_or_restated=as_reported; pre-FY2021 Agriculture & Turf reporting basis; A&T was split into Production & Precision Ag and Small Ag & Turf in FY2021. operating profit on the pre-ASU-2017-07 definition (full pension/OPEB cost inside operating profit); not comparable with FY2018+ without the restated series. period_end is the calendar month-end label used in the filing itself; Deere's FY2017 10-K later restated the fiscal-year ends onto a 52/53-week basis (FY2016 ended 2016-10-30, FY2015 ended 2015-11-01) but never republished 52/53-week quarter ends for those years."
de_at_operating_profit_legacy,2016-07-31,2016,Q3,571,USDm,filing,filings/2016-08-19__de-us-20160819-q3-10q__469698.md,"segment_basis=legacy-AT; as_reported_or_restated=as_reported; pre-FY2021 Agriculture & Turf reporting basis; A&T was split into Production & Precision Ag and Small Ag & Turf in FY2021. operating profit on the pre-ASU-2017-07 definition (full pension/OPEB cost inside operating profit); not comparable with FY2018+ without the restated series. period_end is the calendar month-end label used in the filing itself; Deere's FY2017 10-K later restated the fiscal-year ends onto a 52/53-week basis (FY2016 ended 2016-10-30, FY2015 ended 2015-11-01) but never republished 52/53-week quarter ends for those years."
de_at_operating_profit_legacy,2016-10-31,2016,Q4,371,USDm,filing,filings/2016-11-23__de-us-20161123-q4-8k__784650.md,"segment_basis=legacy-AT; as_reported_or_restated=as_reported; pre-FY2021 Agriculture & Turf reporting basis; A&T was split into Production & Precision Ag and Small Ag & Turf in FY2021. operating profit on the pre-ASU-2017-07 definition (full pension/OPEB cost inside operating profit); not comparable with FY2018+ without the restated series. period_end is the calendar month-end label used in the filing itself; Deere's FY2017 10-K later restated the fiscal-year ends onto a 52/53-week basis (FY2016 ended 2016-10-30, FY2015 ended 2015-11-01) but never republished 52/53-week quarter ends for those years."
de_at_operating_profit_legacy,2016-10-31,2016,FY,1700,USDm,filing,filings/2016-11-23__de-us-20161123-q4-10k__469184.md,"segment_basis=legacy-AT; as_reported_or_restated=as_reported; pre-FY2021 Agriculture & Turf reporting basis; A&T was split into Production & Precision Ag and Small Ag & Turf in FY2021. operating profit on the pre-ASU-2017-07 definition (full pension/OPEB cost inside operating profit); not comparable with FY2018+ without the restated series. period_end is the calendar month-end label used in the filing itself; Deere's FY2017 10-K later restated the fiscal-year ends onto a 52/53-week basis (FY2016 ended 2016-10-30, FY2015 ended 2015-11-01) but never republished 52/53-week quarter ends for those years."
de_at_operating_profit_legacy,2017-01-29,2017,Q1,213,USDm,filing,filings/2017-02-17__de-us-20170217-q1-10q__469116.md,segment_basis=legacy-AT; as_reported_or_restated=as_reported; pre-FY2021 Agriculture & Turf reporting basis; A&T was split into Production & Precision Ag and Small Ag & Turf in FY2021. as originally reported; Deere later restated FY2017 operating profit upward on adoption of ASU 2017-07 - see de_*_operating_profit_legacy_asu201707.
de_at_operating_profit_legacy,2017-04-30,2017,Q2,1003,USDm,filing,filings/2017-05-19__de-us-20170519-q2-10q__469480.md,segment_basis=legacy-AT; as_reported_or_restated=as_reported; pre-FY2021 Agriculture & Turf reporting basis; A&T was split into Production & Precision Ag and Small Ag & Turf in FY2021. as originally reported; Deere later restated FY2017 operating profit upward on adoption of ASU 2017-07 - see de_*_operating_profit_legacy_asu201707.
de_at_operating_profit_legacy,2017-07-30,2017,Q3,685,USDm,filing,filings/2017-08-18__de-us-20170818-q3-10q__469477.md,segment_basis=legacy-AT; as_reported_or_restated=as_reported; pre-FY2021 Agriculture & Turf reporting basis; A&T was split into Production & Precision Ag and Small Ag & Turf in FY2021. as originally reported; Deere later restated FY2017 operating profit upward on adoption of ASU 2017-07 - see de_*_operating_profit_legacy_asu201707.
de_at_operating_profit_legacy,2017-10-29,2017,Q4,584,USDm,filing,filings/2017-11-22__de-us-20171122-fy-8k__784662.md,segment_basis=legacy-AT; as_reported_or_restated=as_reported; pre-FY2021 Agriculture & Turf reporting basis; A&T was split into Production & Precision Ag and Small Ag & Turf in FY2021. as originally reported; Deere later restated FY2017 operating profit upward on adoption of ASU 2017-07 - see de_*_operating_profit_legacy_asu201707.
de_at_operating_profit_legacy,2017-10-29,2017,FY,2484,USDm,filing,filings/2017-11-22__de-us-20171122-fy-8k__784662.md,segment_basis=legacy-AT; as_reported_or_restated=as_reported; pre-FY2021 Agriculture & Turf reporting basis; A&T was split into Production & Precision Ag and Small Ag & Turf in FY2021. as originally reported; Deere later restated FY2017 operating profit upward on adoption of ASU 2017-07 - see de_*_operating_profit_legacy_asu201707.
de_at_operating_profit_legacy,2018-01-28,2018,Q1,387,USDm,filing,filings/2018-02-16__de-us-20180216-q1-10q__469205.md,segment_basis=legacy-AT; as_reported_or_restated=as_reported; pre-FY2021 Agriculture & Turf reporting basis; A&T was split into Production & Precision Ag and Small Ag & Turf in FY2021. operating profit on the post-ASU-2017-07 definition (service cost only).
de_at_operating_profit_legacy,2018-04-29,2018,Q2,1056,USDm,filing,filings/2018-05-18__de-us-20180518-q2-10q__468389.md,segment_basis=legacy-AT; as_reported_or_restated=as_reported; pre-FY2021 Agriculture & Turf reporting basis; A&T was split into Production & Precision Ag and Small Ag & Turf in FY2021. operating profit on the post-ASU-2017-07 definition (service cost only).
de_at_operating_profit_legacy,2018-07-29,2018,Q3,806,USDm,filing,filings/2018-08-17__de-us-20180817-q3-10q__469474.md,segment_basis=legacy-AT; as_reported_or_restated=as_reported; pre-FY2021 Agriculture & Turf reporting basis; A&T was split into Production & Precision Ag and Small Ag & Turf in FY2021. operating profit on the post-ASU-2017-07 definition (service cost only).
de_at_operating_profit_legacy,2018-10-28,2018,Q4,567,USDm,filing,filings/2018-11-21__de-us-20181121-fy-8k__654629.md,segment_basis=legacy-AT; as_reported_or_restated=as_reported; pre-FY2021 Agriculture & Turf reporting basis; A&T was split into Production & Precision Ag and Small Ag & Turf in FY2021. operating profit on the post-ASU-2017-07 definition (service cost only).
de_at_operating_profit_legacy,2018-10-28,2018,FY,2816,USDm,filing,filings/2018-11-21__de-us-20181121-fy-8k__654629.md,segment_basis=legacy-AT; as_reported_or_restated=as_reported; pre-FY2021 Agriculture & Turf reporting basis; A&T was split into Production & Precision Ag and Small Ag & Turf in FY2021. operating profit on the post-ASU-2017-07 definition (service cost only).
de_at_operating_profit_legacy,2019-01-27,2019,Q1,348,USDm,filing,filings/2019-02-15__de-us-20190215-q1-10q__469204.md,segment_basis=legacy-AT; as_reported_or_restated=as_reported; pre-FY2021 Agriculture & Turf reporting basis; A&T was split into Production & Precision Ag and Small Ag & Turf in FY2021. operating profit on the post-ASU-2017-07 definition (service cost only).
de_at_operating_profit_legacy,2019-04-28,2019,Q2,1019,USDm,filing,filings/2019-05-17__de-us-20190517-q2-10q__469675.md,segment_basis=legacy-AT; as_reported_or_restated=as_reported; pre-FY2021 Agriculture & Turf reporting basis; A&T was split into Production & Precision Ag and Small Ag & Turf in FY2021. operating profit on the post-ASU-2017-07 definition (service cost only).
de_at_operating_profit_legacy,2019-07-28,2019,Q3,612,USDm,filing,filings/2019-08-16__de-us-20190816-q3-10q__469206.md,segment_basis=legacy-AT; as_reported_or_restated=as_reported; pre-FY2021 Agriculture & Turf reporting basis; A&T was split into Production & Precision Ag and Small Ag & Turf in FY2021. operating profit on the post-ASU-2017-07 definition (service cost only).
de_at_operating_profit_legacy,2019-11-03,2019,Q4,527,USDm,filing,filings/2019-11-27__de-us-20191127-q4-8k__469218.md,segment_basis=legacy-AT; as_reported_or_restated=as_reported; pre-FY2021 Agriculture & Turf reporting basis; A&T was split into Production & Precision Ag and Small Ag & Turf in FY2021. operating profit on the post-ASU-2017-07 definition (service cost only). FY2019 was a 53-week year; Q4 FY2019 contained 14 weeks.
de_at_operating_profit_legacy,2019-11-03,2019,FY,2506,USDm,filing,filings/2019-11-27__de-us-20191127-q4-8k__469218.md,segment_basis=legacy-AT; as_reported_or_restated=as_reported; pre-FY2021 Agriculture & Turf reporting basis; A&T was split into Production & Precision Ag and Small Ag & Turf in FY2021. operating profit on the post-ASU-2017-07 definition (service cost only). FY2019 was a 53-week year; Q4 FY2019 contained 14 weeks.
de_at_operating_profit_legacy,2020-02-02,2020,Q1,373,USDm,filing,filings/2020-02-21__de-us-20200221-q1-10q__468373.md,segment_basis=legacy-AT; as_reported_or_restated=as_reported; pre-FY2021 Agriculture & Turf reporting basis; A&T was split into Production & Precision Ag and Small Ag & Turf in FY2021. operating profit on the post-ASU-2017-07 definition (service cost only).
de_at_operating_profit_legacy,2020-05-03,2020,Q2,794,USDm,filing,filings/2020-05-21__de-us-20200521-q2-10q__469470.md,segment_basis=legacy-AT; as_reported_or_restated=as_reported; pre-FY2021 Agriculture & Turf reporting basis; A&T was split into Production & Precision Ag and Small Ag & Turf in FY2021. operating profit on the post-ASU-2017-07 definition (service cost only).
de_at_operating_profit_legacy,2020-08-02,2020,Q3,942,USDm,filing,filings/2020-08-20__de-us-20200820-q3-10q__105822.md,segment_basis=legacy-AT; as_reported_or_restated=as_reported; pre-FY2021 Agriculture & Turf reporting basis; A&T was split into Production & Precision Ag and Small Ag & Turf in FY2021. operating profit on the post-ASU-2017-07 definition (service cost only).
de_at_operating_profit_legacy,2020-11-01,2020,Q4,860,USDm,filing,filings/2020-11-25__de-us-20201125-q4-8k__105817.md,segment_basis=legacy-AT; as_reported_or_restated=as_reported; pre-FY2021 Agriculture & Turf reporting basis; A&T was split into Production & Precision Ag and Small Ag & Turf in FY2021. operating profit on the post-ASU-2017-07 definition (service cost only).
de_at_operating_profit_legacy,2020-11-01,2020,FY,2969,USDm,filing,filings/2020-11-25__de-us-20201125-q4-10k__105845.md,segment_basis=legacy-AT; as_reported_or_restated=as_reported; pre-FY2021 Agriculture & Turf reporting basis; A&T was split into Production & Precision Ag and Small Ag & Turf in FY2021. operating profit on the post-ASU-2017-07 definition (service cost only).
de_at_operating_profit_legacy_asu201707,2016-10-31,2016,FY,1719,USDm,filing,filings/2018-11-21__de-us-20181121-q4-10k__469201.md,"segment_basis=legacy-AT; as_reported_or_restated=restated; restated on adoption of ASU 2017-07 (only the service-cost component of pension/OPEB stays in operating profit); originally reported 1700, restated to 1719 in filings published 2018-11-21. Use this series, not the as-reported one, when comparing FY2016-FY2017 operating profit with FY2018 onward."
de_at_operating_profit_legacy_asu201707,2017-01-29,2017,Q1,218,USDm,filing,filings/2018-02-16__de-us-20180216-q1-10q__469205.md; filings/2018-02-16__de-us-20180216-q1-8k__784666.md,"segment_basis=legacy-AT; as_reported_or_restated=restated; restated on adoption of ASU 2017-07 (only the service-cost component of pension/OPEB stays in operating profit); originally reported 213, restated to 218 in filings published 2018-02-16. Use this series, not the as-reported one, when comparing FY2016-FY2017 operating profit with FY2018 onward."
de_at_operating_profit_legacy_asu201707,2017-04-30,2017,Q2,1009,USDm,filing,filings/2018-05-18__de-us-20180518-q2-10q__468389.md; filings/2018-05-18__de-us-20180518-q2-8k__784663.md,"segment_basis=legacy-AT; as_reported_or_restated=restated; restated on adoption of ASU 2017-07 (only the service-cost component of pension/OPEB stays in operating profit); originally reported 1003, restated to 1009 in filings published 2018-05-18. Use this series, not the as-reported one, when comparing FY2016-FY2017 operating profit with FY2018 onward."
de_at_operating_profit_legacy_asu201707,2017-07-30,2017,Q3,693,USDm,filing,filings/2018-08-17__de-us-20180817-q3-10q__469474.md; filings/2018-08-17__de-us-20180817-q3-8k__784667.md,"segment_basis=legacy-AT; as_reported_or_restated=restated; restated on adoption of ASU 2017-07 (only the service-cost component of pension/OPEB stays in operating profit); originally reported 685, restated to 693 in filings published 2018-08-17. Use this series, not the as-reported one, when comparing FY2016-FY2017 operating profit with FY2018 onward."
de_at_operating_profit_legacy_asu201707,2017-10-29,2017,Q4,594,USDm,filing,filings/2018-11-21__de-us-20181121-fy-8k__654629.md,"segment_basis=legacy-AT; as_reported_or_restated=restated; restated on adoption of ASU 2017-07 (only the service-cost component of pension/OPEB stays in operating profit); originally reported 584, restated to 594 in filings published 2018-11-21. Use this series, not the as-reported one, when comparing FY2016-FY2017 operating profit with FY2018 onward."
de_at_operating_profit_legacy_asu201707,2017-10-29,2017,FY,2513,USDm,filing,filings/2018-11-21__de-us-20181121-fy-8k__654629.md; filings/2018-11-21__de-us-20181121-q4-10k__469201.md,"segment_basis=legacy-AT; as_reported_or_restated=restated; restated on adoption of ASU 2017-07 (only the service-cost component of pension/OPEB stays in operating profit); originally reported 2484, restated to 2513 in filings published 2018-11-21. Use this series, not the as-reported one, when comparing FY2016-FY2017 operating profit with FY2018 onward."
de_bridge_ppa_share_of_at_net_sales,2019-11-03,2019,FY,0.564692,ratio,inference,filings/2019-11-27__de-us-20191127-q4-8k__469218.md + filings/2021-11-24__de-us-20211124-q4-10k__131650.md,segment_basis=bridge; as_reported_or_restated=derived; PPA net sales / legacy Agriculture & Turf net sales for a period Deere disclosed on both bases. legacy source: filings/2019-11-27__de-us-20191127-q4-8k__469218.md ; restated source: filings/2021-11-24__de-us-20211124-q4-10k__131650.md ; reconciliation residual PPA+SAT-A&T = 0 USDm
de_bridge_ppa_share_of_at_net_sales,2020-02-02,2020,Q1,0.55885,ratio,inference,filings/2020-02-21__de-us-20200221-q1-10q__468373.md + filings/2021-02-19__de-us-20210219-q1-10q__105814.md,segment_basis=bridge; as_reported_or_restated=derived; PPA net sales / legacy Agriculture & Turf net sales for a period Deere disclosed on both bases. legacy source: filings/2020-02-21__de-us-20200221-q1-10q__468373.md ; restated source: filings/2021-02-19__de-us-20210219-q1-10q__105814.md ; reconciliation residual PPA+SAT-A&T = 0 USDm
de_bridge_ppa_share_of_at_net_sales,2020-05-03,2020,Q2,0.56384,ratio,inference,filings/2020-05-21__de-us-20200521-q2-10q__469470.md + filings/2021-05-21__de-us-20210521-q2-10q__105821.md,segment_basis=bridge; as_reported_or_restated=derived; PPA net sales / legacy Agriculture & Turf net sales for a period Deere disclosed on both bases. legacy source: filings/2020-05-21__de-us-20200521-q2-10q__469470.md ; restated source: filings/2021-05-21__de-us-20210521-q2-10q__105821.md ; reconciliation residual PPA+SAT-A&T = 0 USDm
de_bridge_ppa_share_of_at_net_sales,2020-08-02,2020,Q3,0.579866,ratio,inference,filings/2020-08-20__de-us-20200820-q3-10q__105822.md + filings/2021-08-20__de-us-20210820-q3-10q__105837.md,segment_basis=bridge; as_reported_or_restated=derived; PPA net sales / legacy Agriculture & Turf net sales for a period Deere disclosed on both bases. legacy source: filings/2020-08-20__de-us-20200820-q3-10q__105822.md ; restated source: filings/2021-08-20__de-us-20210820-q3-10q__105837.md ; reconciliation residual PPA+SAT-A&T = 0 USDm
de_bridge_ppa_share_of_at_net_sales,2020-11-01,2020,Q4,0.613262,ratio,inference,filings/2020-11-25__de-us-20201125-q4-8k__105817.md + filings/2021-11-24__de-us-20211124-q4-8k__105843.md,segment_basis=bridge; as_reported_or_restated=derived; PPA net sales / legacy Agriculture & Turf net sales for a period Deere disclosed on both bases. legacy source: filings/2020-11-25__de-us-20201125-q4-8k__105817.md ; restated source: filings/2021-11-24__de-us-20211124-q4-8k__105843.md ; reconciliation residual PPA+SAT-A&T = 0 USDm
de_bridge_ppa_share_of_at_net_sales,2020-11-01,2020,FY,0.580605,ratio,inference,filings/2020-11-25__de-us-20201125-q4-8k__105817.md + filings/2021-11-24__de-us-20211124-q4-10k__131650.md,segment_basis=bridge; as_reported_or_restated=derived; PPA net sales / legacy Agriculture & Turf net sales for a period Deere disclosed on both bases. legacy source: filings/2020-11-25__de-us-20201125-q4-8k__105817.md ; restated source: filings/2021-11-24__de-us-20211124-q4-10k__131650.md ; reconciliation residual PPA+SAT-A&T = 0 USDm
de_bridge_ppa_share_of_at_operating_profit,2019-11-03,2019,FY,0.689944,ratio,inference,filings/2019-11-27__de-us-20191127-q4-8k__469218.md + filings/2021-11-24__de-us-20211124-q4-10k__131650.md,segment_basis=bridge; as_reported_or_restated=derived; PPA operating profit / legacy Agriculture & Turf operating profit for a period Deere disclosed on both bases. legacy source: filings/2019-11-27__de-us-20191127-q4-8k__469218.md ; restated source: filings/2021-11-24__de-us-20211124-q4-10k__131650.md ; reconciliation residual PPA+SAT-A&T = 0 USDm
de_bridge_ppa_share_of_at_operating_profit,2020-02-02,2020,Q1,0.58445,ratio,inference,filings/2020-02-21__de-us-20200221-q1-10q__468373.md + filings/2021-02-19__de-us-20210219-q1-10q__105814.md,segment_basis=bridge; as_reported_or_restated=derived; PPA operating profit / legacy Agriculture & Turf operating profit for a period Deere disclosed on both bases. legacy source: filings/2020-02-21__de-us-20200221-q1-10q__468373.md ; restated source: filings/2021-02-19__de-us-20210219-q1-10q__105814.md ; reconciliation residual PPA+SAT-A&T = 0 USDm
de_bridge_ppa_share_of_at_operating_profit,2020-05-03,2020,Q2,0.715365,ratio,inference,filings/2020-05-21__de-us-20200521-q2-10q__469470.md + filings/2021-05-21__de-us-20210521-q2-10q__105821.md,segment_basis=bridge; as_reported_or_restated=derived; PPA operating profit / legacy Agriculture & Turf operating profit for a period Deere disclosed on both bases. legacy source: filings/2020-05-21__de-us-20200521-q2-10q__469470.md ; restated source: filings/2021-05-21__de-us-20210521-q2-10q__105821.md ; reconciliation residual PPA+SAT-A&T = 0 USDm
de_bridge_ppa_share_of_at_operating_profit,2020-08-02,2020,Q3,0.642251,ratio,inference,filings/2020-08-20__de-us-20200820-q3-10q__105822.md + filings/2021-08-20__de-us-20210820-q3-10q__105837.md,segment_basis=bridge; as_reported_or_restated=derived; PPA operating profit / legacy Agriculture & Turf operating profit for a period Deere disclosed on both bases. legacy source: filings/2020-08-20__de-us-20200820-q3-10q__105822.md ; restated source: filings/2021-08-20__de-us-20210820-q3-10q__105837.md ; reconciliation residual PPA+SAT-A&T = 0 USDm
de_bridge_ppa_share_of_at_operating_profit,2020-11-01,2020,Q4,0.672093,ratio,inference,filings/2020-11-25__de-us-20201125-q4-8k__105817.md + filings/2021-11-24__de-us-20211124-q4-8k__105843.md,segment_basis=bridge; as_reported_or_restated=derived; PPA operating profit / legacy Agriculture & Turf operating profit for a period Deere disclosed on both bases. legacy source: filings/2020-11-25__de-us-20201125-q4-8k__105817.md ; restated source: filings/2021-11-24__de-us-20211124-q4-8k__105843.md ; reconciliation residual PPA+SAT-A&T = 0 USDm
de_bridge_ppa_share_of_at_operating_profit,2020-11-01,2020,FY,0.663186,ratio,inference,filings/2020-11-25__de-us-20201125-q4-8k__105817.md + filings/2021-11-24__de-us-20211124-q4-10k__131650.md,segment_basis=bridge; as_reported_or_restated=derived; PPA operating profit / legacy Agriculture & Turf operating profit for a period Deere disclosed on both bases. legacy source: filings/2020-11-25__de-us-20201125-q4-8k__105817.md ; restated source: filings/2021-11-24__de-us-20211124-q4-10k__131650.md ; reconciliation residual PPA+SAT-A&T = 0 USDm
de_cf_net_sales_legacy,2011-10-31,2011,Q4,1549,USDm,filing,https://www.sec.gov/Archives/edgar/data/315189/000110465912079457/a12-27419_1ex99d1.htm,"segment_basis=legacy-AT; as_reported_or_restated=as_reported_comparative; pre-FY2021 Agriculture & Turf reporting basis; A&T was split into Production & Precision Ag and Small Ag & Turf in FY2021. period_end is the calendar month-end label used in the filing itself; Deere's FY2017 10-K later restated the fiscal-year ends onto a 52/53-week basis (FY2016 ended 2016-10-30, FY2015 ended 2015-11-01) but never republished 52/53-week quarter ends for those years. taken from the prior-year comparative column of a later filing."
