series_id,period_end,fiscal_year,fiscal_quarter,segment,geography,product_line,value,units,basis,source,notes
de_revrec_ppa_canada,2020-08-02,2020,Q3,PPA,Canada,,199,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_sat_canada,2020-08-02,2020,Q3,SAT,Canada,,96,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_total_canada,2020-08-02,2020,Q3,Total,Canada,,635,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_cf_central_europe_and_cis,2020-08-02,2020,Q3,CF,Central Europe and CIS,,178,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_fs_central_europe_and_cis,2020-08-02,2020,Q3,FS,Central Europe and CIS,,9,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_ppa_central_europe_and_cis,2020-08-02,2020,Q3,PPA,Central Europe and CIS,,219,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_sat_central_europe_and_cis,2020-08-02,2020,Q3,SAT,Central Europe and CIS,,100,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_total_central_europe_and_cis,2020-08-02,2020,Q3,Total,Central Europe and CIS,,506,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_cf_latin_america,2020-08-02,2020,Q3,CF,Latin America,,124,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_fs_latin_america,2020-08-02,2020,Q3,FS,Latin America,,51,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_ppa_latin_america,2020-08-02,2020,Q3,PPA,Latin America,,512,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_sat_latin_america,2020-08-02,2020,Q3,SAT,Latin America,,90,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_total_latin_america,2020-08-02,2020,Q3,Total,Latin America,,777,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_cf_united_states,2020-08-02,2020,Q3,CF,United States,,1048,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_fs_united_states,2020-08-02,2020,Q3,FS,United States,,632,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_ppa_united_states,2020-08-02,2020,Q3,PPA,United States,,1617,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_sat_united_states,2020-08-02,2020,Q3,SAT,United States,,1228,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_total_united_states,2020-08-02,2020,Q3,Total,United States,,4525,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_cf_western_europe,2020-08-02,2020,Q3,CF,Western Europe,,376,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_fs_western_europe,2020-08-02,2020,Q3,FS,Western Europe,,22,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_ppa_western_europe,2020-08-02,2020,Q3,PPA,Western Europe,,517,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_sat_western_europe,2020-08-02,2020,Q3,SAT,Western Europe,,586,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_total_western_europe,2020-08-02,2020,Q3,Total,Western Europe,,1501,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_cf_asia_africa_oceania_and_middle_east,2021-01-31,2021,Q1,CF,"Asia, Africa, Oceania, and Middle East",,353,USDm,rev-rec,filings/2021-02-19__de-us-20210219-q1-10q__105814.md,reconciles=yes
de_revrec_fs_asia_africa_oceania_and_middle_east,2021-01-31,2021,Q1,FS,"Asia, Africa, Oceania, and Middle East",,40,USDm,rev-rec,filings/2021-02-19__de-us-20210219-q1-10q__105814.md,reconciles=yes
de_revrec_ppa_asia_africa_oceania_and_middle_east,2021-01-31,2021,Q1,PPA,"Asia, Africa, Oceania, and Middle East",,304,USDm,rev-rec,filings/2021-02-19__de-us-20210219-q1-10q__105814.md,reconciles=yes
de_revrec_sat_asia_africa_oceania_and_middle_east,2021-01-31,2021,Q1,SAT,"Asia, Africa, Oceania, and Middle East",,401,USDm,rev-rec,filings/2021-02-19__de-us-20210219-q1-10q__105814.md,reconciles=yes
de_revrec_total_asia_africa_oceania_and_middle_east,2021-01-31,2021,Q1,Total,"Asia, Africa, Oceania, and Middle East",,1098,USDm,rev-rec,filings/2021-02-19__de-us-20210219-q1-10q__105814.md,reconciles=yes
de_revrec_cf_canada,2021-01-31,2021,Q1,CF,Canada,,188,USDm,rev-rec,filings/2021-02-19__de-us-20210219-q1-10q__105814.md,reconciles=yes
de_revrec_fs_canada,2021-01-31,2021,Q1,FS,Canada,,154,USDm,rev-rec,filings/2021-02-19__de-us-20210219-q1-10q__105814.md,reconciles=yes
de_revrec_ppa_canada,2021-01-31,2021,Q1,PPA,Canada,,112,USDm,rev-rec,filings/2021-02-19__de-us-20210219-q1-10q__105814.md,reconciles=yes
de_revrec_sat_canada,2021-01-31,2021,Q1,SAT,Canada,,79,USDm,rev-rec,filings/2021-02-19__de-us-20210219-q1-10q__105814.md,reconciles=yes
de_revrec_total_canada,2021-01-31,2021,Q1,Total,Canada,,533,USDm,rev-rec,filings/2021-02-19__de-us-20210219-q1-10q__105814.md,reconciles=yes
de_revrec_cf_central_europe_and_cis,2021-01-31,2021,Q1,CF,Central Europe and CIS,,178,USDm,rev-rec,filings/2021-02-19__de-us-20210219-q1-10q__105814.md,reconciles=yes
de_revrec_fs_central_europe_and_cis,2021-01-31,2021,Q1,FS,Central Europe and CIS,,9,USDm,rev-rec,filings/2021-02-19__de-us-20210219-q1-10q__105814.md,reconciles=yes
de_revrec_ppa_central_europe_and_cis,2021-01-31,2021,Q1,PPA,Central Europe and CIS,,161,USDm,rev-rec,filings/2021-02-19__de-us-20210219-q1-10q__105814.md,reconciles=yes
de_revrec_sat_central_europe_and_cis,2021-01-31,2021,Q1,SAT,Central Europe and CIS,,84,USDm,rev-rec,filings/2021-02-19__de-us-20210219-q1-10q__105814.md,reconciles=yes
de_revrec_total_central_europe_and_cis,2021-01-31,2021,Q1,Total,Central Europe and CIS,,432,USDm,rev-rec,filings/2021-02-19__de-us-20210219-q1-10q__105814.md,reconciles=yes
de_revrec_cf_latin_america,2021-01-31,2021,Q1,CF,Latin America,,170,USDm,rev-rec,filings/2021-02-19__de-us-20210219-q1-10q__105814.md,reconciles=yes
de_revrec_fs_latin_america,2021-01-31,2021,Q1,FS,Latin America,,59,USDm,rev-rec,filings/2021-02-19__de-us-20210219-q1-10q__105814.md,reconciles=yes
de_revrec_ppa_latin_america,2021-01-31,2021,Q1,PPA,Latin America,,513,USDm,rev-rec,filings/2021-02-19__de-us-20210219-q1-10q__105814.md,reconciles=yes
de_revrec_sat_latin_america,2021-01-31,2021,Q1,SAT,Latin America,,77,USDm,rev-rec,filings/2021-02-19__de-us-20210219-q1-10q__105814.md,reconciles=yes
de_revrec_total_latin_america,2021-01-31,2021,Q1,Total,Latin America,,819,USDm,rev-rec,filings/2021-02-19__de-us-20210219-q1-10q__105814.md,reconciles=yes
de_revrec_cf_united_states,2021-01-31,2021,Q1,CF,United States,,1202,USDm,rev-rec,filings/2021-02-19__de-us-20210219-q1-10q__105814.md,reconciles=yes
de_revrec_fs_united_states,2021-01-31,2021,Q1,FS,United States,,598,USDm,rev-rec,filings/2021-02-19__de-us-20210219-q1-10q__105814.md,reconciles=yes
de_revrec_ppa_united_states,2021-01-31,2021,Q1,PPA,United States,,1608,USDm,rev-rec,filings/2021-02-19__de-us-20210219-q1-10q__105814.md,reconciles=yes
de_revrec_sat_united_states,2021-01-31,2021,Q1,SAT,United States,,1424,USDm,rev-rec,filings/2021-02-19__de-us-20210219-q1-10q__105814.md,reconciles=yes
de_revrec_total_united_states,2021-01-31,2021,Q1,Total,United States,,4832,USDm,rev-rec,filings/2021-02-19__de-us-20210219-q1-10q__105814.md,reconciles=yes
de_revrec_cf_western_europe,2021-01-31,2021,Q1,CF,Western Europe,,439,USDm,rev-rec,filings/2021-02-19__de-us-20210219-q1-10q__105814.md,reconciles=yes
de_revrec_fs_western_europe,2021-01-31,2021,Q1,FS,Western Europe,,24,USDm,rev-rec,filings/2021-02-19__de-us-20210219-q1-10q__105814.md,reconciles=yes
de_revrec_ppa_western_europe,2021-01-31,2021,Q1,PPA,Western Europe,,449,USDm,rev-rec,filings/2021-02-19__de-us-20210219-q1-10q__105814.md,reconciles=yes
de_revrec_sat_western_europe,2021-01-31,2021,Q1,SAT,Western Europe,,486,USDm,rev-rec,filings/2021-02-19__de-us-20210219-q1-10q__105814.md,reconciles=yes
de_revrec_total_western_europe,2021-01-31,2021,Q1,Total,Western Europe,,1398,USDm,rev-rec,filings/2021-02-19__de-us-20210219-q1-10q__105814.md,reconciles=yes
de_revrec_cf_asia_africa_oceania_and_middle_east,2021-05-02,2021,Q2,CF,"Asia, Africa, Oceania, and Middle East",,393,USDm,rev-rec,filings/2021-05-21__de-us-20210521-q2-10q__105821.md,reconciles=yes
de_revrec_fs_asia_africa_oceania_and_middle_east,2021-05-02,2021,Q2,FS,"Asia, Africa, Oceania, and Middle East",,36,USDm,rev-rec,filings/2021-05-21__de-us-20210521-q2-10q__105821.md,reconciles=yes
de_revrec_ppa_asia_africa_oceania_and_middle_east,2021-05-02,2021,Q2,PPA,"Asia, Africa, Oceania, and Middle East",,319,USDm,rev-rec,filings/2021-05-21__de-us-20210521-q2-10q__105821.md,reconciles=yes
de_revrec_sat_asia_africa_oceania_and_middle_east,2021-05-02,2021,Q2,SAT,"Asia, Africa, Oceania, and Middle East",,444,USDm,rev-rec,filings/2021-05-21__de-us-20210521-q2-10q__105821.md,reconciles=yes
de_revrec_total_asia_africa_oceania_and_middle_east,2021-05-02,2021,Q2,Total,"Asia, Africa, Oceania, and Middle East",,1192,USDm,rev-rec,filings/2021-05-21__de-us-20210521-q2-10q__105821.md,reconciles=yes
de_revrec_cf_canada,2021-05-02,2021,Q2,CF,Canada,,320,USDm,rev-rec,filings/2021-05-21__de-us-20210521-q2-10q__105821.md,reconciles=yes
de_revrec_fs_canada,2021-05-02,2021,Q2,FS,Canada,,153,USDm,rev-rec,filings/2021-05-21__de-us-20210521-q2-10q__105821.md,reconciles=yes
de_revrec_ppa_canada,2021-05-02,2021,Q2,PPA,Canada,,252,USDm,rev-rec,filings/2021-05-21__de-us-20210521-q2-10q__105821.md,reconciles=yes
de_revrec_sat_canada,2021-05-02,2021,Q2,SAT,Canada,,144,USDm,rev-rec,filings/2021-05-21__de-us-20210521-q2-10q__105821.md,reconciles=yes
de_revrec_total_canada,2021-05-02,2021,Q2,Total,Canada,,869,USDm,rev-rec,filings/2021-05-21__de-us-20210521-q2-10q__105821.md,reconciles=yes
de_revrec_cf_central_europe_and_cis,2021-05-02,2021,Q2,CF,Central Europe and CIS,,209,USDm,rev-rec,filings/2021-05-21__de-us-20210521-q2-10q__105821.md,reconciles=yes
de_revrec_fs_central_europe_and_cis,2021-05-02,2021,Q2,FS,Central Europe and CIS,,9,USDm,rev-rec,filings/2021-05-21__de-us-20210521-q2-10q__105821.md,reconciles=yes
de_revrec_ppa_central_europe_and_cis,2021-05-02,2021,Q2,PPA,Central Europe and CIS,,531,USDm,rev-rec,filings/2021-05-21__de-us-20210521-q2-10q__105821.md,reconciles=yes
de_revrec_sat_central_europe_and_cis,2021-05-02,2021,Q2,SAT,Central Europe and CIS,,160,USDm,rev-rec,filings/2021-05-21__de-us-20210521-q2-10q__105821.md,reconciles=yes
de_revrec_total_central_europe_and_cis,2021-05-02,2021,Q2,Total,Central Europe and CIS,,909,USDm,rev-rec,filings/2021-05-21__de-us-20210521-q2-10q__105821.md,reconciles=yes
de_revrec_cf_latin_america,2021-05-02,2021,Q2,CF,Latin America,,220,USDm,rev-rec,filings/2021-05-21__de-us-20210521-q2-10q__105821.md,reconciles=yes
de_revrec_fs_latin_america,2021-05-02,2021,Q2,FS,Latin America,,60,USDm,rev-rec,filings/2021-05-21__de-us-20210521-q2-10q__105821.md,reconciles=yes
de_revrec_ppa_latin_america,2021-05-02,2021,Q2,PPA,Latin America,,700,USDm,rev-rec,filings/2021-05-21__de-us-20210521-q2-10q__105821.md,reconciles=yes
de_revrec_sat_latin_america,2021-05-02,2021,Q2,SAT,Latin America,,103,USDm,rev-rec,filings/2021-05-21__de-us-20210521-q2-10q__105821.md,reconciles=yes
de_revrec_total_latin_america,2021-05-02,2021,Q2,Total,Latin America,,1083,USDm,rev-rec,filings/2021-05-21__de-us-20210521-q2-10q__105821.md,reconciles=yes
de_revrec_cf_united_states,2021-05-02,2021,Q2,CF,United States,,1481,USDm,rev-rec,filings/2021-05-21__de-us-20210521-q2-10q__105821.md,reconciles=yes
de_revrec_fs_united_states,2021-05-02,2021,Q2,FS,United States,,608,USDm,rev-rec,filings/2021-05-21__de-us-20210521-q2-10q__105821.md,reconciles=yes
de_revrec_ppa_united_states,2021-05-02,2021,Q2,PPA,United States,,2211,USDm,rev-rec,filings/2021-05-21__de-us-20210521-q2-10q__105821.md,reconciles=yes
de_revrec_sat_united_states,2021-05-02,2021,Q2,SAT,United States,,1838,USDm,rev-rec,filings/2021-05-21__de-us-20210521-q2-10q__105821.md,reconciles=yes
de_revrec_total_united_states,2021-05-02,2021,Q2,Total,United States,,6138,USDm,rev-rec,filings/2021-05-21__de-us-20210521-q2-10q__105821.md,reconciles=yes
de_revrec_cf_western_europe,2021-05-02,2021,Q2,CF,Western Europe,,514,USDm,rev-rec,filings/2021-05-21__de-us-20210521-q2-10q__105821.md,reconciles=yes
de_revrec_fs_western_europe,2021-05-02,2021,Q2,FS,Western Europe,,26,USDm,rev-rec,filings/2021-05-21__de-us-20210521-q2-10q__105821.md,reconciles=yes
de_revrec_ppa_western_europe,2021-05-02,2021,Q2,PPA,Western Europe,,589,USDm,rev-rec,filings/2021-05-21__de-us-20210521-q2-10q__105821.md,reconciles=yes
de_revrec_sat_western_europe,2021-05-02,2021,Q2,SAT,Western Europe,,738,USDm,rev-rec,filings/2021-05-21__de-us-20210521-q2-10q__105821.md,reconciles=yes
de_revrec_total_western_europe,2021-05-02,2021,Q2,Total,Western Europe,,1867,USDm,rev-rec,filings/2021-05-21__de-us-20210521-q2-10q__105821.md,reconciles=yes
de_revrec_cf_asia_africa_oceania_and_middle_east,2021-08-01,2021,Q3,CF,"Asia, Africa, Oceania, and Middle East",,308,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_fs_asia_africa_oceania_and_middle_east,2021-08-01,2021,Q3,FS,"Asia, Africa, Oceania, and Middle East",,38,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_ppa_asia_africa_oceania_and_middle_east,2021-08-01,2021,Q3,PPA,"Asia, Africa, Oceania, and Middle East",,368,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_sat_asia_africa_oceania_and_middle_east,2021-08-01,2021,Q3,SAT,"Asia, Africa, Oceania, and Middle East",,385,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_total_asia_africa_oceania_and_middle_east,2021-08-01,2021,Q3,Total,"Asia, Africa, Oceania, and Middle East",,1099,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_cf_canada,2021-08-01,2021,Q3,CF,Canada,,285,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_fs_canada,2021-08-01,2021,Q3,FS,Canada,,162,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_ppa_canada,2021-08-01,2021,Q3,PPA,Canada,,253,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_sat_canada,2021-08-01,2021,Q3,SAT,Canada,,153,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_total_canada,2021-08-01,2021,Q3,Total,Canada,,853,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_cf_central_europe_and_cis,2021-08-01,2021,Q3,CF,Central Europe and CIS,,241,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_fs_central_europe_and_cis,2021-08-01,2021,Q3,FS,Central Europe and CIS,,10,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_ppa_central_europe_and_cis,2021-08-01,2021,Q3,PPA,Central Europe and CIS,,398,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_sat_central_europe_and_cis,2021-08-01,2021,Q3,SAT,Central Europe and CIS,,117,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_total_central_europe_and_cis,2021-08-01,2021,Q3,Total,Central Europe and CIS,,766,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_cf_latin_america,2021-08-01,2021,Q3,CF,Latin America,,227,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_fs_latin_america,2021-08-01,2021,Q3,FS,Latin America,,60,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_ppa_latin_america,2021-08-01,2021,Q3,PPA,Latin America,,758,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_sat_latin_america,2021-08-01,2021,Q3,SAT,Latin America,,125,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_total_latin_america,2021-08-01,2021,Q3,Total,Latin America,,1170,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_cf_united_states,2021-08-01,2021,Q3,CF,United States,,1559,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_fs_united_states,2021-08-01,2021,Q3,FS,United States,,605,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_ppa_united_states,2021-08-01,2021,Q3,PPA,United States,,1995,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_sat_united_states,2021-08-01,2021,Q3,SAT,United States,,1753,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_total_united_states,2021-08-01,2021,Q3,Total,United States,,5912,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_cf_western_europe,2021-08-01,2021,Q3,CF,Western Europe,,455,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_fs_western_europe,2021-08-01,2021,Q3,FS,Western Europe,,27,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_ppa_western_europe,2021-08-01,2021,Q3,PPA,Western Europe,,566,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_sat_western_europe,2021-08-01,2021,Q3,SAT,Western Europe,,679,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_total_western_europe,2021-08-01,2021,Q3,Total,Western Europe,,1727,USDm,rev-rec,filings/2021-08-20__de-us-20210820-q3-10q__105837.md,reconciles=yes
de_revrec_cf_asia_africa_oceania_and_middle_east,2022-01-30,2022,Q1,CF,"Asia, Africa, Oceania, and Middle East",,219,USDm,rev-rec,filings/2022-02-18__de-us-20220218-q1-10q__105834.md,reconciles=yes
de_revrec_fs_asia_africa_oceania_and_middle_east,2022-01-30,2022,Q1,FS,"Asia, Africa, Oceania, and Middle East",,40,USDm,rev-rec,filings/2022-02-18__de-us-20220218-q1-10q__105834.md,reconciles=yes
de_revrec_ppa_asia_africa_oceania_and_middle_east,2022-01-30,2022,Q1,PPA,"Asia, Africa, Oceania, and Middle East",,241,USDm,rev-rec,filings/2022-02-18__de-us-20220218-q1-10q__105834.md,reconciles=yes
de_revrec_sat_asia_africa_oceania_and_middle_east,2022-01-30,2022,Q1,SAT,"Asia, Africa, Oceania, and Middle East",,352,USDm,rev-rec,filings/2022-02-18__de-us-20220218-q1-10q__105834.md,reconciles=yes
de_revrec_total_asia_africa_oceania_and_middle_east,2022-01-30,2022,Q1,Total,"Asia, Africa, Oceania, and Middle East",,852,USDm,rev-rec,filings/2022-02-18__de-us-20220218-q1-10q__105834.md,reconciles=yes
de_revrec_cf_canada,2022-01-30,2022,Q1,CF,Canada,,332,USDm,rev-rec,filings/2022-02-18__de-us-20220218-q1-10q__105834.md,reconciles=yes
de_revrec_fs_canada,2022-01-30,2022,Q1,FS,Canada,,152,USDm,rev-rec,filings/2022-02-18__de-us-20220218-q1-10q__105834.md,reconciles=yes
de_revrec_ppa_canada,2022-01-30,2022,Q1,PPA,Canada,,139,USDm,rev-rec,filings/2022-02-18__de-us-20220218-q1-10q__105834.md,reconciles=yes
de_revrec_sat_canada,2022-01-30,2022,Q1,SAT,Canada,,122,USDm,rev-rec,filings/2022-02-18__de-us-20220218-q1-10q__105834.md,reconciles=yes
de_revrec_total_canada,2022-01-30,2022,Q1,Total,Canada,,745,USDm,rev-rec,filings/2022-02-18__de-us-20220218-q1-10q__105834.md,reconciles=yes
de_revrec_cf_central_europe_and_cis,2022-01-30,2022,Q1,CF,Central Europe and CIS,,195,USDm,rev-rec,filings/2022-02-18__de-us-20220218-q1-10q__105834.md,reconciles=yes
de_revrec_fs_central_europe_and_cis,2022-01-30,2022,Q1,FS,Central Europe and CIS,,11,USDm,rev-rec,filings/2022-02-18__de-us-20220218-q1-10q__105834.md,reconciles=yes
de_revrec_ppa_central_europe_and_cis,2022-01-30,2022,Q1,PPA,Central Europe and CIS,,202,USDm,rev-rec,filings/2022-02-18__de-us-20220218-q1-10q__105834.md,reconciles=yes
de_revrec_sat_central_europe_and_cis,2022-01-30,2022,Q1,SAT,Central Europe and CIS,,126,USDm,rev-rec,filings/2022-02-18__de-us-20220218-q1-10q__105834.md,reconciles=yes
de_revrec_total_central_europe_and_cis,2022-01-30,2022,Q1,Total,Central Europe and CIS,,534,USDm,rev-rec,filings/2022-02-18__de-us-20220218-q1-10q__105834.md,reconciles=yes
de_revrec_cf_latin_america,2022-01-30,2022,Q1,CF,Latin America,,228,USDm,rev-rec,filings/2022-02-18__de-us-20220218-q1-10q__105834.md,reconciles=yes
de_revrec_fs_latin_america,2022-01-30,2022,Q1,FS,Latin America,,68,USDm,rev-rec,filings/2022-02-18__de-us-20220218-q1-10q__105834.md,reconciles=yes
de_revrec_ppa_latin_america,2022-01-30,2022,Q1,PPA,Latin America,,776,USDm,rev-rec,filings/2022-02-18__de-us-20220218-q1-10q__105834.md,reconciles=yes
de_revrec_sat_latin_america,2022-01-30,2022,Q1,SAT,Latin America,,104,USDm,rev-rec,filings/2022-02-18__de-us-20220218-q1-10q__105834.md,reconciles=yes
de_revrec_total_latin_america,2022-01-30,2022,Q1,Total,Latin America,,1176,USDm,rev-rec,filings/2022-02-18__de-us-20220218-q1-10q__105834.md,reconciles=yes
de_revrec_cf_united_states,2022-01-30,2022,Q1,CF,United States,,1260,USDm,rev-rec,filings/2022-02-18__de-us-20220218-q1-10q__105834.md,reconciles=yes
de_revrec_fs_united_states,2022-01-30,2022,Q1,FS,United States,,573,USDm,rev-rec,filings/2022-02-18__de-us-20220218-q1-10q__105834.md,reconciles=yes
de_revrec_ppa_united_states,2022-01-30,2022,Q1,PPA,United States,,1608,USDm,rev-rec,filings/2022-02-18__de-us-20220218-q1-10q__105834.md,reconciles=yes
de_revrec_sat_united_states,2022-01-30,2022,Q1,SAT,United States,,1438,USDm,rev-rec,filings/2022-02-18__de-us-20220218-q1-10q__105834.md,reconciles=yes
de_revrec_total_united_states,2022-01-30,2022,Q1,Total,United States,,4879,USDm,rev-rec,filings/2022-02-18__de-us-20220218-q1-10q__105834.md,reconciles=yes
de_revrec_cf_western_europe,2022-01-30,2022,Q1,CF,Western Europe,,358,USDm,rev-rec,filings/2022-02-18__de-us-20220218-q1-10q__105834.md,reconciles=yes
de_revrec_fs_western_europe,2022-01-30,2022,Q1,FS,Western Europe,,26,USDm,rev-rec,filings/2022-02-18__de-us-20220218-q1-10q__105834.md,reconciles=yes
de_revrec_ppa_western_europe,2022-01-30,2022,Q1,PPA,Western Europe,,467,USDm,rev-rec,filings/2022-02-18__de-us-20220218-q1-10q__105834.md,reconciles=yes
de_revrec_sat_western_europe,2022-01-30,2022,Q1,SAT,Western Europe,,532,USDm,rev-rec,filings/2022-02-18__de-us-20220218-q1-10q__105834.md,reconciles=yes
de_revrec_total_western_europe,2022-01-30,2022,Q1,Total,Western Europe,,1383,USDm,rev-rec,filings/2022-02-18__de-us-20220218-q1-10q__105834.md,reconciles=yes
de_revrec_cf_asia_africa_oceania_and_middle_east,2022-05-01,2022,Q2,CF,"Asia, Africa, Oceania, and Middle East",,318,USDm,rev-rec,filings/2022-05-20__de-us-20220520-q2-10q__105838.md,reconciles=yes
de_revrec_fs_asia_africa_oceania_and_middle_east,2022-05-01,2022,Q2,FS,"Asia, Africa, Oceania, and Middle East",,37,USDm,rev-rec,filings/2022-05-20__de-us-20220520-q2-10q__105838.md,reconciles=yes
de_revrec_ppa_asia_africa_oceania_and_middle_east,2022-05-01,2022,Q2,PPA,"Asia, Africa, Oceania, and Middle East",,367,USDm,rev-rec,filings/2022-05-20__de-us-20220520-q2-10q__105838.md,reconciles=yes
de_revrec_sat_asia_africa_oceania_and_middle_east,2022-05-01,2022,Q2,SAT,"Asia, Africa, Oceania, and Middle East",,399,USDm,rev-rec,filings/2022-05-20__de-us-20220520-q2-10q__105838.md,reconciles=yes
de_revrec_total_asia_africa_oceania_and_middle_east,2022-05-01,2022,Q2,Total,"Asia, Africa, Oceania, and Middle East",,1121,USDm,rev-rec,filings/2022-05-20__de-us-20220520-q2-10q__105838.md,reconciles=yes
de_revrec_cf_canada,2022-05-01,2022,Q2,CF,Canada,,355,USDm,rev-rec,filings/2022-05-20__de-us-20220520-q2-10q__105838.md,reconciles=yes
de_revrec_fs_canada,2022-05-01,2022,Q2,FS,Canada,,149,USDm,rev-rec,filings/2022-05-20__de-us-20220520-q2-10q__105838.md,reconciles=yes
de_revrec_ppa_canada,2022-05-01,2022,Q2,PPA,Canada,,309,USDm,rev-rec,filings/2022-05-20__de-us-20220520-q2-10q__105838.md,reconciles=yes
