series_id,period_end,fiscal_year,fiscal_quarter,geography,country,segment,value,units,source_type,source,notes
de_rev_ce_cis_total,2024-04-28,2024,Q2,Central Europe and CIS,,TOTAL,454,USDm,10-Q,challenge/offline-data/deere/filings/2024-05-16__de-us-20240516-q2-10q__105820.md,ASC 606 revenue-recognition basis; does NOT tie to 8-K segment net sales
de_rev_ce_cis_ppa,2024-07-28,2024,Q3,Central Europe and CIS,,PPA,201,USDm,10-Q,challenge/offline-data/deere/filings/2024-08-15__de-us-20240815-q3-10q__105828.md,ASC 606 revenue-recognition basis; does NOT tie to 8-K segment net sales
de_rev_ce_cis_sat,2024-07-28,2024,Q3,Central Europe and CIS,,SAT,70,USDm,10-Q,challenge/offline-data/deere/filings/2024-08-15__de-us-20240815-q3-10q__105828.md,ASC 606 revenue-recognition basis; does NOT tie to 8-K segment net sales
de_rev_ce_cis_cf,2024-07-28,2024,Q3,Central Europe and CIS,,CF,106,USDm,10-Q,challenge/offline-data/deere/filings/2024-08-15__de-us-20240815-q3-10q__105828.md,ASC 606 revenue-recognition basis; does NOT tie to 8-K segment net sales
de_rev_ce_cis_fs,2024-07-28,2024,Q3,Central Europe and CIS,,FS,12,USDm,10-Q,challenge/offline-data/deere/filings/2024-08-15__de-us-20240815-q3-10q__105828.md,ASC 606 revenue-recognition basis; does NOT tie to 8-K segment net sales
de_rev_ce_cis_total,2024-07-28,2024,Q3,Central Europe and CIS,,TOTAL,389,USDm,10-Q,challenge/offline-data/deere/filings/2024-08-15__de-us-20240815-q3-10q__105828.md,ASC 606 revenue-recognition basis; does NOT tie to 8-K segment net sales
de_rev_ce_cis_ppa,2024-10-27,2024,Q4,Central Europe and CIS,,PPA,132,USDm,10-Q/10-K derived,derived: FY2024 10-K (2024-11-21) less 9M FY2024,ASC 606 revenue-recognition basis; does NOT tie to 8-K segment net sales; Q4 derived = FY less 9M
de_rev_ce_cis_sat,2024-10-27,2024,Q4,Central Europe and CIS,,SAT,61,USDm,10-Q/10-K derived,derived: FY2024 10-K (2024-11-21) less 9M FY2024,ASC 606 revenue-recognition basis; does NOT tie to 8-K segment net sales; Q4 derived = FY less 9M
de_rev_ce_cis_cf,2024-10-27,2024,Q4,Central Europe and CIS,,CF,90,USDm,10-Q/10-K derived,derived: FY2024 10-K (2024-11-21) less 9M FY2024,ASC 606 revenue-recognition basis; does NOT tie to 8-K segment net sales; Q4 derived = FY less 9M
de_rev_ce_cis_fs,2024-10-27,2024,Q4,Central Europe and CIS,,FS,8,USDm,10-Q/10-K derived,derived: FY2024 10-K (2024-11-21) less 9M FY2024,ASC 606 revenue-recognition basis; does NOT tie to 8-K segment net sales; Q4 derived = FY less 9M
de_rev_ce_cis_total,2024-10-27,2024,Q4,Central Europe and CIS,,TOTAL,291,USDm,10-Q/10-K derived,derived: FY2024 10-K (2024-11-21) less 9M FY2024,ASC 606 revenue-recognition basis; does NOT tie to 8-K segment net sales; Q4 derived = FY less 9M
de_rev_ce_cis_ppa,2025-01-26,2025,Q1,Central Europe and CIS,,PPA,67,USDm,10-Q,challenge/offline-data/deere/filings/2025-02-13__de-us-20250213-q1-10q__105832.md,ASC 606 revenue-recognition basis; does NOT tie to 8-K segment net sales
de_rev_ce_cis_sat,2025-01-26,2025,Q1,Central Europe and CIS,,SAT,39,USDm,10-Q,challenge/offline-data/deere/filings/2025-02-13__de-us-20250213-q1-10q__105832.md,ASC 606 revenue-recognition basis; does NOT tie to 8-K segment net sales
de_rev_ce_cis_cf,2025-01-26,2025,Q1,Central Europe and CIS,,CF,71,USDm,10-Q,challenge/offline-data/deere/filings/2025-02-13__de-us-20250213-q1-10q__105832.md,ASC 606 revenue-recognition basis; does NOT tie to 8-K segment net sales
de_rev_ce_cis_fs,2025-01-26,2025,Q1,Central Europe and CIS,,FS,4,USDm,10-Q,challenge/offline-data/deere/filings/2025-02-13__de-us-20250213-q1-10q__105832.md,ASC 606 revenue-recognition basis; does NOT tie to 8-K segment net sales
de_rev_ce_cis_total,2025-01-26,2025,Q1,Central Europe and CIS,,TOTAL,181,USDm,10-Q,challenge/offline-data/deere/filings/2025-02-13__de-us-20250213-q1-10q__105832.md,ASC 606 revenue-recognition basis; does NOT tie to 8-K segment net sales
de_rev_ce_cis_ppa,2025-04-27,2025,Q2,Central Europe and CIS,,PPA,239,USDm,10-Q,challenge/offline-data/deere/filings/2025-05-15__de-us-20250515-q2-10q__105831.md,ASC 606 revenue-recognition basis; does NOT tie to 8-K segment net sales
de_rev_ce_cis_sat,2025-04-27,2025,Q2,Central Europe and CIS,,SAT,99,USDm,10-Q,challenge/offline-data/deere/filings/2025-05-15__de-us-20250515-q2-10q__105831.md,ASC 606 revenue-recognition basis; does NOT tie to 8-K segment net sales
de_rev_ce_cis_cf,2025-04-27,2025,Q2,Central Europe and CIS,,CF,87,USDm,10-Q,challenge/offline-data/deere/filings/2025-05-15__de-us-20250515-q2-10q__105831.md,ASC 606 revenue-recognition basis; does NOT tie to 8-K segment net sales
de_rev_ce_cis_fs,2025-04-27,2025,Q2,Central Europe and CIS,,FS,3,USDm,10-Q,challenge/offline-data/deere/filings/2025-05-15__de-us-20250515-q2-10q__105831.md,ASC 606 revenue-recognition basis; does NOT tie to 8-K segment net sales
de_rev_ce_cis_total,2025-04-27,2025,Q2,Central Europe and CIS,,TOTAL,428,USDm,10-Q,challenge/offline-data/deere/filings/2025-05-15__de-us-20250515-q2-10q__105831.md,ASC 606 revenue-recognition basis; does NOT tie to 8-K segment net sales
de_rev_ce_cis_ppa,2025-07-27,2025,Q3,Central Europe and CIS,,PPA,301,USDm,10-Q,challenge/offline-data/deere/filings/2025-08-14__de-us-20250814-q3-10q__155834.md,ASC 606 revenue-recognition basis; does NOT tie to 8-K segment net sales
de_rev_ce_cis_sat,2025-07-27,2025,Q3,Central Europe and CIS,,SAT,130,USDm,10-Q,challenge/offline-data/deere/filings/2025-08-14__de-us-20250814-q3-10q__155834.md,ASC 606 revenue-recognition basis; does NOT tie to 8-K segment net sales
de_rev_ce_cis_cf,2025-07-27,2025,Q3,Central Europe and CIS,,CF,103,USDm,10-Q,challenge/offline-data/deere/filings/2025-08-14__de-us-20250814-q3-10q__155834.md,ASC 606 revenue-recognition basis; does NOT tie to 8-K segment net sales
de_rev_ce_cis_fs,2025-07-27,2025,Q3,Central Europe and CIS,,FS,2,USDm,10-Q,challenge/offline-data/deere/filings/2025-08-14__de-us-20250814-q3-10q__155834.md,ASC 606 revenue-recognition basis; does NOT tie to 8-K segment net sales
de_rev_ce_cis_total,2025-07-27,2025,Q3,Central Europe and CIS,,TOTAL,536,USDm,10-Q,challenge/offline-data/deere/filings/2025-08-14__de-us-20250814-q3-10q__155834.md,ASC 606 revenue-recognition basis; does NOT tie to 8-K segment net sales
de_rev_ce_cis_ppa,2025-11-02,2025,Q4,Central Europe and CIS,,PPA,225,USDm,10-Q/10-K derived,derived: FY2025 10-K (2025-12-18) less 9M FY2025,ASC 606 revenue-recognition basis; does NOT tie to 8-K segment net sales; Q4 derived = FY less 9M
de_rev_ce_cis_sat,2025-11-02,2025,Q4,Central Europe and CIS,,SAT,91,USDm,10-Q/10-K derived,derived: FY2025 10-K (2025-12-18) less 9M FY2025,ASC 606 revenue-recognition basis; does NOT tie to 8-K segment net sales; Q4 derived = FY less 9M
de_rev_ce_cis_cf,2025-11-02,2025,Q4,Central Europe and CIS,,CF,112,USDm,10-Q/10-K derived,derived: FY2025 10-K (2025-12-18) less 9M FY2025,ASC 606 revenue-recognition basis; does NOT tie to 8-K segment net sales; Q4 derived = FY less 9M
de_rev_ce_cis_fs,2025-11-02,2025,Q4,Central Europe and CIS,,FS,2,USDm,10-Q/10-K derived,derived: FY2025 10-K (2025-12-18) less 9M FY2025,ASC 606 revenue-recognition basis; does NOT tie to 8-K segment net sales; Q4 derived = FY less 9M
de_rev_ce_cis_total,2025-11-02,2025,Q4,Central Europe and CIS,,TOTAL,430,USDm,10-Q/10-K derived,derived: FY2025 10-K (2025-12-18) less 9M FY2025,ASC 606 revenue-recognition basis; does NOT tie to 8-K segment net sales; Q4 derived = FY less 9M
de_rev_ce_cis_ppa,2026-02-01,2026,Q1,Central Europe and CIS,,PPA,172,USDm,10-Q,challenge/offline-data/deere/filings/2026-02-26__de-us-20260226-q1-10q__636995.md,ASC 606 revenue-recognition basis; does NOT tie to 8-K segment net sales
de_rev_ce_cis_sat,2026-02-01,2026,Q1,Central Europe and CIS,,SAT,60,USDm,10-Q,challenge/offline-data/deere/filings/2026-02-26__de-us-20260226-q1-10q__636995.md,ASC 606 revenue-recognition basis; does NOT tie to 8-K segment net sales
de_rev_ce_cis_cf,2026-02-01,2026,Q1,Central Europe and CIS,,CF,76,USDm,10-Q,challenge/offline-data/deere/filings/2026-02-26__de-us-20260226-q1-10q__636995.md,ASC 606 revenue-recognition basis; does NOT tie to 8-K segment net sales
de_rev_ce_cis_fs,2026-02-01,2026,Q1,Central Europe and CIS,,FS,2,USDm,10-Q,challenge/offline-data/deere/filings/2026-02-26__de-us-20260226-q1-10q__636995.md,ASC 606 revenue-recognition basis; does NOT tie to 8-K segment net sales
de_rev_ce_cis_total,2026-02-01,2026,Q1,Central Europe and CIS,,TOTAL,310,USDm,10-Q,challenge/offline-data/deere/filings/2026-02-26__de-us-20260226-q1-10q__636995.md,ASC 606 revenue-recognition basis; does NOT tie to 8-K segment net sales
de_rev_ce_cis_ppa,2026-05-03,2026,Q2,Central Europe and CIS,,PPA,297,USDm,10-Q,challenge/offline-data/deere/filings/2026-05-21__de-us-20260521-q2-10q__1055929.md,ASC 606 revenue-recognition basis; does NOT tie to 8-K segment net sales
de_rev_ce_cis_sat,2026-05-03,2026,Q2,Central Europe and CIS,,SAT,121,USDm,10-Q,challenge/offline-data/deere/filings/2026-05-21__de-us-20260521-q2-10q__1055929.md,ASC 606 revenue-recognition basis; does NOT tie to 8-K segment net sales
de_rev_ce_cis_cf,2026-05-03,2026,Q2,Central Europe and CIS,,CF,105,USDm,10-Q,challenge/offline-data/deere/filings/2026-05-21__de-us-20260521-q2-10q__1055929.md,ASC 606 revenue-recognition basis; does NOT tie to 8-K segment net sales
de_rev_ce_cis_fs,2026-05-03,2026,Q2,Central Europe and CIS,,FS,2,USDm,10-Q,challenge/offline-data/deere/filings/2026-05-21__de-us-20260521-q2-10q__1055929.md,ASC 606 revenue-recognition basis; does NOT tie to 8-K segment net sales
de_rev_ce_cis_total,2026-05-03,2026,Q2,Central Europe and CIS,,TOTAL,525,USDm,10-Q,challenge/offline-data/deere/filings/2026-05-21__de-us-20260521-q2-10q__1055929.md,ASC 606 revenue-recognition basis; does NOT tie to 8-K segment net sales
de_rev_ce_cis_yoy_cf,2020-02-02,2020,Q1,Central Europe and CIS,,CF,-7.0,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_total,2020-02-02,2020,Q1,Central Europe and CIS,,TOTAL,18.6,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_cf,2020-05-03,2020,Q2,Central Europe and CIS,,CF,-9.7,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_total,2020-05-03,2020,Q2,Central Europe and CIS,,TOTAL,-12.7,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_cf,2020-08-02,2020,Q3,Central Europe and CIS,,CF,-22.3,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_total,2020-08-02,2020,Q3,Central Europe and CIS,,TOTAL,-10.1,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_cf,2020-11-01,2020,Q4,Central Europe and CIS,,CF,-12.9,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_total,2020-11-01,2020,Q4,Central Europe and CIS,,TOTAL,-9.2,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_ppa,2021-01-31,2021,Q1,Central Europe and CIS,,PPA,22.9,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_sat,2021-01-31,2021,Q1,Central Europe and CIS,,SAT,-5.6,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_cf,2021-01-31,2021,Q1,Central Europe and CIS,,CF,11.9,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_total,2021-01-31,2021,Q1,Central Europe and CIS,,TOTAL,11.1,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_ppa,2021-05-02,2021,Q2,Central Europe and CIS,,PPA,105.8,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_sat,2021-05-02,2021,Q2,Central Europe and CIS,,SAT,100.0,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_cf,2021-05-02,2021,Q2,Central Europe and CIS,,CF,49.3,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_total,2021-05-02,2021,Q2,Central Europe and CIS,,TOTAL,87.0,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_ppa,2021-08-01,2021,Q3,Central Europe and CIS,,PPA,81.7,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_sat,2021-08-01,2021,Q3,Central Europe and CIS,,SAT,17.0,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_cf,2021-08-01,2021,Q3,Central Europe and CIS,,CF,35.4,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_total,2021-08-01,2021,Q3,Central Europe and CIS,,TOTAL,51.4,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_ppa,2021-10-31,2021,Q4,Central Europe and CIS,,PPA,-20.0,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_sat,2021-10-31,2021,Q4,Central Europe and CIS,,SAT,-49.1,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_cf,2021-10-31,2021,Q4,Central Europe and CIS,,CF,18.3,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_total,2021-10-31,2021,Q4,Central Europe and CIS,,TOTAL,-19.4,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_ppa,2022-01-30,2022,Q1,Central Europe and CIS,,PPA,25.5,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_sat,2022-01-30,2022,Q1,Central Europe and CIS,,SAT,50.0,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_cf,2022-01-30,2022,Q1,Central Europe and CIS,,CF,9.6,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_total,2022-01-30,2022,Q1,Central Europe and CIS,,TOTAL,23.6,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_ppa,2022-05-01,2022,Q2,Central Europe and CIS,,PPA,-23.9,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_sat,2022-05-01,2022,Q2,Central Europe and CIS,,SAT,-5.6,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_cf,2022-05-01,2022,Q2,Central Europe and CIS,,CF,-30.1,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_total,2022-05-01,2022,Q2,Central Europe and CIS,,TOTAL,-21.7,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_ppa,2022-07-31,2022,Q3,Central Europe and CIS,,PPA,-12.6,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_sat,2022-07-31,2022,Q3,Central Europe and CIS,,SAT,-6.8,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_cf,2022-07-31,2022,Q3,Central Europe and CIS,,CF,-53.9,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_total,2022-07-31,2022,Q3,Central Europe and CIS,,TOTAL,-24.0,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_ppa,2022-10-30,2022,Q4,Central Europe and CIS,,PPA,9.1,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_sat,2022-10-30,2022,Q4,Central Europe and CIS,,SAT,-10.5,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_cf,2022-10-30,2022,Q4,Central Europe and CIS,,CF,-53.5,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_total,2022-10-30,2022,Q4,Central Europe and CIS,,TOTAL,-17.2,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_ppa,2023-01-29,2023,Q1,Central Europe and CIS,,PPA,0.0,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_sat,2023-01-29,2023,Q1,Central Europe and CIS,,SAT,-2.4,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_cf,2023-01-29,2023,Q1,Central Europe and CIS,,CF,-61.5,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_total,2023-01-29,2023,Q1,Central Europe and CIS,,TOTAL,-22.8,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_ppa,2023-04-30,2023,Q2,Central Europe and CIS,,PPA,-2.7,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_sat,2023-04-30,2023,Q2,Central Europe and CIS,,SAT,40.4,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_cf,2023-04-30,2023,Q2,Central Europe and CIS,,CF,-38.4,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_total,2023-04-30,2023,Q2,Central Europe and CIS,,TOTAL,-1.3,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_ppa,2023-07-30,2023,Q3,Central Europe and CIS,,PPA,-13.2,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_sat,2023-07-30,2023,Q3,Central Europe and CIS,,SAT,-22.0,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_cf,2023-07-30,2023,Q3,Central Europe and CIS,,CF,-11.7,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_total,2023-07-30,2023,Q3,Central Europe and CIS,,TOTAL,-15.6,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_ppa,2023-10-29,2023,Q4,Central Europe and CIS,,PPA,26.9,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_sat,2023-10-29,2023,Q4,Central Europe and CIS,,SAT,7.8,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_cf,2023-10-29,2023,Q4,Central Europe and CIS,,CF,-3.2,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_total,2023-10-29,2023,Q4,Central Europe and CIS,,TOTAL,15.2,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_ppa,2024-01-28,2024,Q1,Central Europe and CIS,,PPA,-11.4,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_sat,2024-01-28,2024,Q1,Central Europe and CIS,,SAT,-40.7,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_cf,2024-01-28,2024,Q1,Central Europe and CIS,,CF,25.3,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_total,2024-01-28,2024,Q1,Central Europe and CIS,,TOTAL,-14.1,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_ppa,2024-04-28,2024,Q2,Central Europe and CIS,,PPA,-30.0,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_sat,2024-04-28,2024,Q2,Central Europe and CIS,,SAT,-62.3,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_cf,2024-04-28,2024,Q2,Central Europe and CIS,,CF,1.1,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_total,2024-04-28,2024,Q2,Central Europe and CIS,,TOTAL,-35.4,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_ppa,2024-07-28,2024,Q3,Central Europe and CIS,,PPA,-33.4,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_sat,2024-07-28,2024,Q3,Central Europe and CIS,,SAT,-17.6,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_cf,2024-07-28,2024,Q3,Central Europe and CIS,,CF,8.2,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_total,2024-07-28,2024,Q3,Central Europe and CIS,,TOTAL,-20.8,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_ppa,2024-10-27,2024,Q4,Central Europe and CIS,,PPA,-58.9,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_sat,2024-10-27,2024,Q4,Central Europe and CIS,,SAT,-44.5,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_cf,2024-10-27,2024,Q4,Central Europe and CIS,,CF,0.0,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_total,2024-10-27,2024,Q4,Central Europe and CIS,,TOTAL,-45.2,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_ppa,2025-01-26,2025,Q1,Central Europe and CIS,,PPA,-62.6,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_sat,2025-01-26,2025,Q1,Central Europe and CIS,,SAT,-46.6,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_cf,2025-01-26,2025,Q1,Central Europe and CIS,,CF,-24.5,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_total,2025-01-26,2025,Q1,Central Europe and CIS,,TOTAL,-48.9,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_ppa,2025-04-27,2025,Q2,Central Europe and CIS,,PPA,-13.1,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_sat,2025-04-27,2025,Q2,Central Europe and CIS,,SAT,23.8,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_cf,2025-04-27,2025,Q2,Central Europe and CIS,,CF,-4.4,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_total,2025-04-27,2025,Q2,Central Europe and CIS,,TOTAL,-5.7,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_ppa,2025-07-27,2025,Q3,Central Europe and CIS,,PPA,49.8,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_sat,2025-07-27,2025,Q3,Central Europe and CIS,,SAT,85.7,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_cf,2025-07-27,2025,Q3,Central Europe and CIS,,CF,-2.8,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_total,2025-07-27,2025,Q3,Central Europe and CIS,,TOTAL,37.8,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_ppa,2025-11-02,2025,Q4,Central Europe and CIS,,PPA,70.5,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_sat,2025-11-02,2025,Q4,Central Europe and CIS,,SAT,49.2,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_cf,2025-11-02,2025,Q4,Central Europe and CIS,,CF,24.4,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_total,2025-11-02,2025,Q4,Central Europe and CIS,,TOTAL,47.8,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_ppa,2026-02-01,2026,Q1,Central Europe and CIS,,PPA,156.7,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_sat,2026-02-01,2026,Q1,Central Europe and CIS,,SAT,53.8,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_cf,2026-02-01,2026,Q1,Central Europe and CIS,,CF,7.0,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_total,2026-02-01,2026,Q1,Central Europe and CIS,,TOTAL,71.3,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_ppa,2026-05-03,2026,Q2,Central Europe and CIS,,PPA,24.3,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_sat,2026-05-03,2026,Q2,Central Europe and CIS,,SAT,22.2,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_cf,2026-05-03,2026,Q2,Central Europe and CIS,,CF,20.7,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_ce_cis_yoy_total,2026-05-03,2026,Q2,Central Europe and CIS,,TOTAL,22.7,pct_yoy,calculated,calculated from ASC 606 footnote series above,
de_rev_western_europe_total,2020-02-02,2020,Q1,Western Europe,,TOTAL,1139,USDm,10-Q/10-K,"challenge/offline-data/deere/filings/ ASC 606 footnote, same filings as CE&CIS",control region for the Russia structural-break test (no Russia exposure)
de_rev_western_europe_total,2020-05-03,2020,Q2,Western Europe,,TOTAL,1491,USDm,10-Q/10-K,"challenge/offline-data/deere/filings/ ASC 606 footnote, same filings as CE&CIS",control region for the Russia structural-break test (no Russia exposure)
de_rev_western_europe_total,2020-08-02,2020,Q3,Western Europe,,TOTAL,1501,USDm,10-Q/10-K,"challenge/offline-data/deere/filings/ ASC 606 footnote, same filings as CE&CIS",control region for the Russia structural-break test (no Russia exposure)
de_rev_western_europe_total,2020-11-01,2020,Q4,Western Europe,,TOTAL,1202,USDm,10-Q/10-K,"challenge/offline-data/deere/filings/ ASC 606 footnote, same filings as CE&CIS",control region for the Russia structural-break test (no Russia exposure)
de_rev_western_europe_total,2021-01-31,2021,Q1,Western Europe,,TOTAL,1398,USDm,10-Q/10-K,"challenge/offline-data/deere/filings/ ASC 606 footnote, same filings as CE&CIS",control region for the Russia structural-break test (no Russia exposure)
de_rev_western_europe_total,2021-05-02,2021,Q2,Western Europe,,TOTAL,1867,USDm,10-Q/10-K,"challenge/offline-data/deere/filings/ ASC 606 footnote, same filings as CE&CIS",control region for the Russia structural-break test (no Russia exposure)
de_rev_western_europe_total,2021-08-01,2021,Q3,Western Europe,,TOTAL,1727,USDm,10-Q/10-K,"challenge/offline-data/deere/filings/ ASC 606 footnote, same filings as CE&CIS",control region for the Russia structural-break test (no Russia exposure)
de_rev_western_europe_total,2021-10-31,2021,Q4,Western Europe,,TOTAL,1437,USDm,10-Q/10-K,"challenge/offline-data/deere/filings/ ASC 606 footnote, same filings as CE&CIS",control region for the Russia structural-break test (no Russia exposure)
