series_id,date,plant,city,state_or_region,country,segment,metric,value,units,source_type,source,notes
plant.des-moines.site_area_acres,2025-01-01,John Deere Des Moines Works,Ankeny (Des Moines),Iowa,United States,PPA,site_area_acres,450,acres,company-site,https://www.deere.com/en-us/our-company/locations/factories/des-moines-works,Deere: 'spans more than 450 acres'
plant.augusta.site_area_sqft,2016-01-01,John Deere Augusta Works (North and South factories),Augusta / Grovetown,Georgia,United States,SAT,site_area_sqft,400000,sqft,company-site,https://www.machinefinder.com/ww/en-US/articles/one-millionth-john-deere-tractor-built-at-augusta-factory-2608,"'more than 400,000 square feet'; lower bound"
plant.augusta.site_area_acres,2016-01-01,John Deere Augusta Works (North and South factories),Augusta / Grovetown,Georgia,United States,SAT,site_area_acres,175,acres,company-site,https://www.machinefinder.com/ww/en-US/articles/one-millionth-john-deere-tractor-built-at-augusta-factory-2608,'more than 175 acres'; lower bound
plant.fuquay-varina.site_area_sqft,2017-07-01,John Deere Turf Care,Fuquay-Varina,North Carolina,United States,SAT,site_area_sqft,335000,sqft,news,https://www.lawnandlandscape.com/news/ll-072717-john-deere-turf-care-anniversary/,
plant.horicon.site_area_sqft,2020-01-01,John Deere Horicon Works,Horicon,Wisconsin,United States,SAT,site_area_sqft,800000,sqft,news,https://www.co.dodge.wi.gov/workforce/industries,downtown plant only; south-side operations additional
plant.pune.site_area_acres,2020-01-01,John Deere Pune Works,Pune (Sanaswadi),Maharashtra,India,SAT;CF,site_area_acres,112,acres,company-site,https://www.deere.co.in/en/john-deere-technology-center/,"112 acres with ~50,000 sqm (538,000 sqft) covered area, Sanaswadi"
plant.dubuque.site_area_acres,1946-05-01,John Deere Dubuque Works,Dubuque,Iowa,United States,CF,site_area_acres,742,acres,company-site,https://www.deere.com/en-us/our-company/locations/factories/dubuque-works,"1946 figure: 600,000 sqft on 742 acres; floor space much larger today"
plant.waterloo.employees,2024-03-01,John Deere Waterloo Works / Engine Works / Foundry / Drivetrain,Waterloo,Iowa,United States,PPA;CF,employees,5500,persons,news,https://www.wsws.org/en/articles/2024/03/30/deer-m30.html,"Waterloo-area Deere operations; 3,600 of them production"
plant.waterloo.employees_production,2024-03-01,John Deere Waterloo Works / Engine Works / Foundry / Drivetrain,Waterloo,Iowa,United States,PPA;CF,employees_production,3600,persons,news,https://www.wsws.org/en/articles/2024/03/30/deer-m30.html,
plant.waterloo.employees,2024-10-01,John Deere Waterloo Works / Engine Works / Foundry / Drivetrain,Waterloo,Iowa,United States,PPA;CF,employees,4700,persons,news,https://www.aol.com/john-deere-continues-2024-layoffs-153602564.html,"after 2024 layoff rounds; ~2,700 production and maintenance"
plant.waterloo.employees_production,2024-10-01,John Deere Waterloo Works / Engine Works / Foundry / Drivetrain,Waterloo,Iowa,United States,PPA;CF,employees_production,2700,persons,news,https://www.aol.com/john-deere-continues-2024-layoffs-153602564.html,
plant.east-moline.employees,2023-01-01,John Deere Harvester Works,East Moline,Illinois,United States,PPA,employees,2300,persons,news,https://www.farm-equipment.com/articles/21752-deere-announces-layoffs-at-east-moline-harvester-works,"~1,975 in production and maintenance; figure predates 2024-25 layoffs"
plant.east-moline.employees_production,2023-01-01,John Deere Harvester Works,East Moline,Illinois,United States,PPA,employees_production,1975,persons,news,https://www.farm-equipment.com/articles/21752-deere-announces-layoffs-at-east-moline-harvester-works,
plant.moline-seeding-cylinder.employees,2024-06-01,John Deere Seeding Group / Cylinder Works (Moline),Moline,Illinois,United States,PPA,employees,890,persons,news,https://www.wqad.com/article/news/local/john-deere-lay-off-120-employees-seeding-cylinder-plant/526-6bf560b4-d2b6-4a21-90db-935a53ffc92f,~690 production and maintenance
plant.moline-seeding-cylinder.employees_production,2024-06-01,John Deere Seeding Group / Cylinder Works (Moline),Moline,Illinois,United States,PPA,employees_production,690,persons,news,https://www.wqad.com/article/news/local/john-deere-lay-off-120-employees-seeding-cylinder-plant/526-6bf560b4-d2b6-4a21-90db-935a53ffc92f,
plant.moline-seeding-cylinder.employees,2024-10-01,John Deere Seeding Group / Cylinder Works (Moline),Moline,Illinois,United States,PPA,employees,625,persons,news,https://www.wqad.com/article/news/local/john-deere-additional-layoffs-moline-cylinder-works/526-48fe43bf-8d71-4830-b5d8-96b92489e267,~427 production and maintenance after October 2024 cuts
plant.moline-seeding-cylinder.employees_production,2024-10-01,John Deere Seeding Group / Cylinder Works (Moline),Moline,Illinois,United States,PPA,employees_production,427,persons,news,https://www.wqad.com/article/news/local/john-deere-additional-layoffs-moline-cylinder-works/526-48fe43bf-8d71-4830-b5d8-96b92489e267,
plant.des-moines.employees,2024-03-01,John Deere Des Moines Works,Ankeny (Des Moines),Iowa,United States,PPA,employees,1700,persons,news,https://www.weareiowa.com/article/money/business/john-deere-des-moines-works-ankeny-location-layoffs-production/524-8dda4a34-b9b2-428a-8b3b-a149d798674a,"1,136 production and maintenance"
plant.des-moines.employees_production,2024-03-01,John Deere Des Moines Works,Ankeny (Des Moines),Iowa,United States,PPA,employees_production,1136,persons,news,https://www.weareiowa.com/article/money/business/john-deere-des-moines-works-ankeny-location-layoffs-production/524-8dda4a34-b9b2-428a-8b3b-a149d798674a,
plant.des-moines.employees,2025-03-01,John Deere Des Moines Works,Ankeny (Des Moines),Iowa,United States,PPA,employees,1500,persons,news,https://www.yahoo.com/news/ankeny-john-deere-facility-lay-193925445.html,"'nearly 1,500' at the time of the March/April 2025 layoff of 119"
plant.dubuque.employees,2024-01-01,John Deere Dubuque Works,Dubuque,Iowa,United States,CF,employees,3000,persons,news,https://biztimes.biz/john-deere-dubuque-works-marks-75-years-of-growth-innovation/,"'about 3,000'; largest employer in Dubuque County. Approximate, rounded by source"
plant.ottumwa.employees,2022-07-01,John Deere Ottumwa Works,Ottumwa,Iowa,United States,SAT,employees,800,persons,news,https://blog.machinefinder.com/27887/john-deere-ottumwa-works,
plant.ottumwa.employees,2024-11-01,John Deere Ottumwa Works,Ottumwa,Iowa,United States,SAT,employees,400,persons,news,https://www.kcrg.com/2024/11/15/ottumwa-john-deere-facility-shut-down-temporarily-again-amid-reduced-demand/,"reported as 'less than 400'; treat as an upper bound, not a point estimate"
plant.horicon.employees,2024-01-01,John Deere Horicon Works,Horicon,Wisconsin,United States,SAT,employees,1200,persons,news,https://www.co.dodge.wi.gov/workforce/industries,"sources range ~1,000-1,200 across downtown (~700) and south-side (~500) operations"
plant.greeneville.employees,2024-08-08,John Deere Greeneville (John Deere Power Products),Greeneville,Tennessee,United States,SAT,employees,600,persons,news,https://www.tn.gov/ecd/news/2024/8/8/john-deere-power-products-to-expand-manufacturing-presence-in-greene-county.html,'slightly more than 600'; +25 jobs committed with a $15m expansion through 2025
plant.augusta.employees,2016-01-01,John Deere Augusta Works (North and South factories),Augusta / Grovetown,Georgia,United States,SAT,employees,470,persons,news,https://www.machinefinder.com/ww/en-US/articles/one-millionth-john-deere-tractor-built-at-augusta-factory-2608,dated figure - 2016 vintage; no newer public headcount found
plant.coffeyville.employees,2024-07-01,John Deere Coffeyville Works (Funk Manufacturing),Coffeyville,Kansas,United States,CF;PPA,employees,245,persons,news,https://www.ourquadcities.com/news/local-news/deere-announces-layoffs-at-waterloo-and-coffeyville/,~145 in production
plant.coffeyville.employees_production,2024-07-01,John Deere Coffeyville Works (Funk Manufacturing),Coffeyville,Kansas,United States,CF;PPA,employees_production,145,persons,news,https://www.ourquadcities.com/news/local-news/deere-announces-layoffs-at-waterloo-and-coffeyville/,
plant.valley-city.employees,2017-01-01,John Deere Seeding Group Valley City,Valley City,North Dakota,United States,PPA,employees,330,persons,news,https://www.inforum.com/business/john-deeres-20-million-expansion-in-valley-city-could-add-100-jobs,"'more than 330 full-time'; dated 2017, largest employer in Valley City"
plant.thibodaux.employees,2022-01-01,John Deere Thibodaux,Thibodaux,Louisiana,United States,PPA;CF,employees,284,persons,company-site,https://www.opportunitylouisiana.gov/news/john-deere-thibodaux-plant-expansion-to-create-70-bayou-region-jobs,284 jobs retained under the 2022 expansion agreement; +70 new direct jobs committed
plant.kernersville.employees,2024-05-01,John Deere Kernersville Campus,Kernersville,North Carolina,United States,CF,employees,600,persons,news,https://journalnow.com/news/local/business/development/article_b204fb94-5ff2-4618-9eba-6aee803fc2dc.html,~600 salaried and production; expected to rise toward ~840 with the $70m excavator plant
plant.mannheim.employees,2025-01-01,John Deere Werke Mannheim,Mannheim,Baden-Wuerttemberg,Germany,SAT;PPA,employees,3600,persons,company-site,https://www.zukunftsindustrie.de/m-e-erleben/stellen-mehr/john-deere-werk-mannheim-mannheim-30998,largest Deere plant in Europe; figure includes the European HQ campus
plant.zweibruecken.employees,2025-01-01,John Deere Werke Zweibruecken,Zweibruecken,Rhineland-Palatinate,Germany,PPA;SAT,employees,1000,persons,news,https://www.wiwo.de/erfolg/management/john-deere-in-zweibruecken-oftmals-werden-stellen-einfach-abgebaut-das-war-fuer-uns-keine-loesung/30208762.html,"~1,000; Deere used a paid qualification sabbatical and a 35->32h week instead of layoffs"
plant.bruchsal.employees,2025-01-01,John Deere Bruchsal,Bruchsal,Baden-Wuerttemberg,Germany,PPA;SAT,employees,800,persons,news,https://www.wiwo.de/erfolg/management/john-deere-in-zweibruecken-oftmals-werden-stellen-einfach-abgebaut-das-war-fuer-uns-keine-loesung/30208762.html,cab plant supplying Mannheim and Zweibruecken
plant.saran.employees,2023-01-01,Saran Engine Factory (John Deere Power Systems),Saran,Centre-Val de Loire,France,SAT;PPA;CF,employees,850,persons,news,https://www.terre-net.fr/john-deere/article/116939/john-deere-power-system-le-made-in-france-de-l-americain,850 permanent staff on six covered hectares; a second source says ~800
plant.joensuu.employees,2022-01-01,John Deere Forestry Oy Joensuu,Joensuu,North Karelia,Finland,CF,employees,800,persons,news,https://businessjoensuu.fi/en/10-facts-about-joensuu,
plant.getafe.employees,2026-01-01,John Deere Iberica S.A. (Getafe),Getafe,Madrid,Spain,PPA;CF;SAT,employees,1114,persons,company-site,https://www.einforma.com/informacion-empresa/john-deere-iberica,John Deere Iberica S.A. legal-entity headcount from the Spanish commercial registry; entity is dominated by the Getafe plant but is not strictly plant-level
plant.montenegro.employees,2024-01-01,John Deere Brasil Ltda Montenegro,Montenegro,Rio Grande do Sul,Brazil,PPA,employees,900,persons,news,https://revistacultivar.com.br/noticias/john-deere-comemora-uma-decada-de-producao-de-tratores-em-montenegro-rs,'more than 900 direct'; ~100 indirect additional
plant.horizontina.employees,2024-02-01,John Deere Brasil Ltda Horizontina,Horizontina,Rio Grande do Sul,Brazil,PPA,employees,1700,persons,news,https://agfeed.com.br/negocios/a-espera-da-recuperacao-john-deere-da-ferias-coletivas-e-layoff-a-trabalhadores-e-reduz-producao-no-rs/,"combine + planter plant, Feb 2024; CONFLICTS with a Feb-2025 report of 700 - see plants.md"
plant.horizontina.employees,2025-02-01,John Deere Brasil Ltda Horizontina,Horizontina,Rio Grande do Sul,Brazil,PPA,employees,700,persons,news,https://agfeed.com.br/economia/com-vendas-em-queda-fabrica-da-john-deere-no-rs-opera-com-capacidade-reduzida/,reported for the combine operation specifically; may be a narrower scope than the 2024 figure
company.employees_total,2015-10-31,ALL - Deere & Company (worldwide),,,Worldwide,PPA;SAT;CF;FS,employees,57200,persons,filing,"Deere FY10-K Item 1 'Employees', offline-data/deere/filings/2015-11-25__de-us-20151125-q4-10k__469104.md",10-K disclosed total employees at fiscal year end
company.employees_us,2015-10-31,ALL - Deere & Company (United States),,,United States,PPA;SAT;CF;FS,employees,28500,persons,filing,"Deere FY10-K Item 1 'Employees', offline-data/deere/filings/2015-11-25__de-us-20151125-q4-10k__469104.md",US employees at fiscal year end
company.employees_total,2016-10-30,ALL - Deere & Company (worldwide),,,Worldwide,PPA;SAT;CF;FS,employees,56800,persons,filing,"Deere FY10-K Item 1 'Employees', offline-data/deere/filings/2016-11-23__de-us-20161123-q4-10k__469184.md",10-K disclosed total employees at fiscal year end
company.employees_us,2016-10-30,ALL - Deere & Company (United States),,,United States,PPA;SAT;CF;FS,employees,27900,persons,filing,"Deere FY10-K Item 1 'Employees', offline-data/deere/filings/2016-11-23__de-us-20161123-q4-10k__469184.md",US employees at fiscal year end
company.employees_total,2017-10-29,ALL - Deere & Company (worldwide),,,Worldwide,PPA;SAT;CF;FS,employees,60500,persons,filing,"Deere FY10-K Item 1 'Employees', offline-data/deere/filings/2017-11-22__de-us-20171122-q4-10k__468364.md",10-K disclosed total employees at fiscal year end
company.employees_us,2017-10-29,ALL - Deere & Company (United States),,,United States,PPA;SAT;CF;FS,employees,29000,persons,filing,"Deere FY10-K Item 1 'Employees', offline-data/deere/filings/2017-11-22__de-us-20171122-q4-10k__468364.md",US employees at fiscal year end
company.employees_total,2018-10-28,ALL - Deere & Company (worldwide),,,Worldwide,PPA;SAT;CF;FS,employees,74000,persons,filing,"Deere FY10-K Item 1 'Employees', offline-data/deere/filings/2018-11-21__de-us-20181121-q4-10k__469201.md",10-K disclosed total employees at fiscal year end
company.employees_us,2018-10-28,ALL - Deere & Company (United States),,,United States,PPA;SAT;CF;FS,employees,31000,persons,filing,"Deere FY10-K Item 1 'Employees', offline-data/deere/filings/2018-11-21__de-us-20181121-q4-10k__469201.md",US employees at fiscal year end
company.employees_total,2019-11-03,ALL - Deere & Company (worldwide),,,Worldwide,PPA;SAT;CF;FS,employees,73500,persons,filing,"Deere FY10-K Item 1 'Employees', offline-data/deere/filings/2019-11-27__de-us-20191127-q4-10k__469283.md",10-K disclosed total employees at fiscal year end
company.employees_us,2019-11-03,ALL - Deere & Company (United States),,,United States,PPA;SAT;CF;FS,employees,30000,persons,filing,"Deere FY10-K Item 1 'Employees', offline-data/deere/filings/2019-11-27__de-us-20191127-q4-10k__469283.md",US employees at fiscal year end
company.employees_total,2020-11-01,ALL - Deere & Company (worldwide),,,Worldwide,PPA;SAT;CF;FS,employees,69600,persons,filing,"Deere FY10-K Item 1 'Employees', offline-data/deere/filings/2020-11-25__de-us-20201125-q4-10k__105845.md",10-K disclosed total employees at fiscal year end
company.employees_us,2020-11-01,ALL - Deere & Company (United States),,,United States,PPA;SAT;CF;FS,employees,27500,persons,filing,"Deere FY10-K Item 1 'Employees', offline-data/deere/filings/2020-11-25__de-us-20201125-q4-10k__105845.md",US employees at fiscal year end
company.employees_total,2021-10-31,ALL - Deere & Company (worldwide),,,Worldwide,PPA;SAT;CF;FS,employees,75600,persons,filing,"Deere FY10-K Item 1 'Employees', offline-data/deere/filings/2021-11-24__de-us-20211124-q4-10k__131650.md",10-K disclosed total employees at fiscal year end
company.employees_us,2021-10-31,ALL - Deere & Company (United States),,,United States,PPA;SAT;CF;FS,employees,29000,persons,filing,"Deere FY10-K Item 1 'Employees', offline-data/deere/filings/2021-11-24__de-us-20211124-q4-10k__131650.md",US employees at fiscal year end
company.employees_total,2022-10-30,ALL - Deere & Company (worldwide),,,Worldwide,PPA;SAT;CF;FS,employees,82200,persons,filing,"Deere FY10-K Item 1 'Employees', offline-data/deere/filings/2022-11-23__de-us-20221123-q4-10k__105816.md",10-K disclosed total employees at fiscal year end
company.employees_us,2022-10-30,ALL - Deere & Company (United States),,,United States,PPA;SAT;CF;FS,employees,32000,persons,filing,"Deere FY10-K Item 1 'Employees', offline-data/deere/filings/2022-11-23__de-us-20221123-q4-10k__105816.md",US employees at fiscal year end
company.employees_total,2023-10-29,ALL - Deere & Company (worldwide),,,Worldwide,PPA;SAT;CF;FS,employees,83000,persons,filing,"Deere FY10-K Item 1 'Employees', offline-data/deere/filings/2023-11-22__de-us-20231122-q4-10k__105844.md",10-K disclosed total employees at fiscal year end
company.employees_us,2023-10-29,ALL - Deere & Company (United States),,,United States,PPA;SAT;CF;FS,employees,33800,persons,filing,"Deere FY10-K Item 1 'Employees', offline-data/deere/filings/2023-11-22__de-us-20231122-q4-10k__105844.md",US employees at fiscal year end
company.employees_total,2024-11-03,ALL - Deere & Company (worldwide),,,Worldwide,PPA;SAT;CF;FS,employees,75800,persons,filing,"Deere FY10-K Item 1 'Employees', offline-data/deere/filings/2024-11-21__de-us-20241121-q4-10k__105810.md",10-K disclosed total employees at fiscal year end
company.employees_us,2024-11-03,ALL - Deere & Company (United States),,,United States,PPA;SAT;CF;FS,employees,29600,persons,filing,"Deere FY10-K Item 1 'Employees', offline-data/deere/filings/2024-11-21__de-us-20241121-q4-10k__105810.md",US employees at fiscal year end
company.employees_production_ww,2024-11-03,ALL - Deere & Company (worldwide),,,Worldwide,PPA;SAT;CF,employees_production,35200,persons,filing,"Deere FY10-K Item 1 'Employees', offline-data/deere/filings/2024-11-21__de-us-20241121-q4-10k__105810.md",full-time production employees worldwide; disclosure format changed in FY2024
company.employees_total,2025-11-02,ALL - Deere & Company (worldwide),,,Worldwide,PPA;SAT;CF;FS,employees,73100,persons,filing,"Deere FY10-K Item 1 'Employees', offline-data/deere/filings/2025-11-26__de-us-20251126-q4-10k__469216.md",10-K disclosed total employees at fiscal year end
company.employees_us,2025-11-02,ALL - Deere & Company (United States),,,United States,PPA;SAT;CF;FS,employees,27000,persons,filing,"Deere FY10-K Item 1 'Employees', offline-data/deere/filings/2025-11-26__de-us-20251126-q4-10k__469216.md",US employees at fiscal year end
company.employees_production_ww,2025-11-02,ALL - Deere & Company (worldwide),,,Worldwide,PPA;SAT;CF,employees_production,32500,persons,filing,"Deere FY10-K Item 1 'Employees', offline-data/deere/filings/2025-11-26__de-us-20251126-q4-10k__469216.md",full-time production employees worldwide; disclosure format changed in FY2024
company.employees_production_us,2025-11-02,ALL - Deere & Company (United States),,,United States,PPA;SAT;CF,employees_production,11600,persons,filing,"Deere FY2025 10-K Item 1 'Employees', offline-data/deere/filings/2025-11-26__de-us-20251126-q4-10k__469216.md","approximately 11,600 full-time US production employees; 77% of US production and maintenance employees unionised; ~7,600 covered by the UAW agreement expiring 2027-11-01"
company.factory_count_us_canada,2025-11-02,ALL - Deere & Company (US/Canada),,,United States;Canada,PPA;SAT;CF,products_count,27,count,filing,"Deere FY2025 Form 10-K Item 2 Properties (filed 2025-11-26), offline-data/deere/filings/2025-11-26__de-us-20251126-q4-10k__469216.md",23 owned + 4 leased equipment-operations factory locations in the US and Canada
company.factory_count_intl,2025-11-02,ALL - Deere & Company (ex-US/Canada),,,Worldwide,PPA;SAT;CF,products_count,45,count,filing,"Deere FY2025 Form 10-K Item 2 Properties (filed 2025-11-26), offline-data/deere/filings/2025-11-26__de-us-20251126-q4-10k__469216.md",45 owned or leased factory locations outside the US and Canada
